,OTU_1,OTU_71,OTU_84,OTU_92,OTU_110,OTU_136,OTU_137,OTU_138,OTU_139,OTU_140,OTU_141,OTU_142,OTU_148,OTU_149,OTU_172,OTU_186,OTU_187,OTU_188,OTU_189,OTU_200,OTU_201,OTU_220,OTU_250,OTU_277,OTU_291,OTU_294,OTU_296,OTU_298,OTU_316,OTU_323,OTU_324,OTU_332,OTU_334,OTU_350,OTU_358,OTU_387,OTU_392,OTU_398,OTU_403,OTU_405,OTU_414,OTU_418,OTU_427,OTU_429,OTU_466
SRR062829,0.0,0.0,0.0,0.0003631082062454612,0.0,0.11728395061728394,0.0,0.0,0.011256354393609296,0.03848946986201888,0.0,0.0007262164124909223,0.008351488743645606,0.17247639796659406,0.06935366739288308,0.0,0.0,0.044299201161946265,0.0,0.0,0.0,0.0,0.0007262164124909223,0.0,0.0007262164124909223,0.4753086419753086,0.0,0.0,0.010530137981118372,0.0,0.0,0.0,0.0,0.0,0.01198257080610022,0.0,0.0,0.0,0.0,0.0,0.0003631082062454612,0.0,0.0,0.006172839506172839,0.0
SRR062908,0.9967919340054996,0.002749770852428964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045829514207149406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062947,0.9976754997675501,0.0009298000929800092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004649000464900047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009298000929800092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062808,0.011976047904191616,0.00046061722708429296,0.0013818516812528787,0.00046061722708429296,0.0,0.0,0.0,0.2031321971441732,0.0027637033625057573,0.0,0.00046061722708429296,0.004145555043758637,0.0,0.0013818516812528787,0.00046061722708429296,0.0,0.6130815292491939,0.02395209580838324,0.002303086135421465,0.0036849378166743437,0.0,0.00046061722708429296,0.0,0.0,0.0013818516812528787,0.0,0.0018424689083371719,0.0,0.0,0.00046061722708429296,0.0009212344541685859,0.0,0.0,0.0,0.004606172270842929,0.0009212344541685859,0.00046061722708429296,0.0,0.08797789037309996,0.0009212344541685859,0.0,0.00046061722708429296,0.00046061722708429296,0.0009212344541685859,0.025333947489636112
SRR062726,0.0,0.0,0.0,0.0,0.013114754098360656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006557377049180327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006557377049180327,0.0,0.0,0.0,0.03934426229508197,0.0,0.0006557377049180327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062844,0.003944773175542407,0.0004930966469428008,0.0,0.0004930966469428008,0.0004930966469428008,0.0,0.0,0.0,0.0,0.0,0.0,0.131163708086785,0.0,0.0,0.0004930966469428008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019723865877712037,0.0,0.0,0.0,0.8328402366863905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002465483234714004,0.0
SRR062699,0.0,0.0,0.004052684903748735,0.0,0.0,0.0,0.0,0.0,0.010131712259371834,0.0,0.005065856129685917,0.0,0.004052684903748735,0.0,0.0,0.0,0.0,0.5187436676798379,0.0020263424518743673,0.00911854103343465,0.00303951367781155,0.0,0.0,0.0,0.0020263424518743673,0.0010131712259371837,0.061803444782168176,0.0010131712259371837,0.0,0.0,0.0,0.061803444782168176,0.0,0.09219858156028367,0.0182370820668693,0.0,0.0,0.0,0.1874366767983789,0.0,0.0,0.0,0.0,0.00810536980749747,0.010131712259371834
SRR062902,0.00641399416909621,0.0,0.0,0.0,0.42857142857142855,0.0,0.01282798833819242,0.0,0.0,0.0,0.0,0.4104956268221575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011661807580174927,0.0,0.0,0.0005830903790087462,0.0,0.0005830903790087462,0.0,0.07055393586005831,0.0,0.0,0.0,0.0,0.0,0.06472303206997085,0.0,0.0,0.0,0.0,0.0011661807580174927,0.0
SRR062974,0.5767653758542142,0.0,0.0,0.0,0.10523917995444193,0.0,0.006833712984054671,0.0,0.0004555808656036447,0.0004555808656036447,0.0,0.0,0.0004555808656036447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009111617312072892,0.0,0.001366742596810934,0.0,0.0,0.0,0.001822323462414579,0.0,0.0,0.3011389521640091,0.0,0.0,0.0,0.0,0.0,0.0,0.0004555808656036447,0.0,0.0,0.0,0.0,0.0
SRR062922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005662514156285391,0.0,0.0,0.9869762174405436,0.0,0.0,0.0,0.0,0.0,0.0016987542468856172,0.0,0.0,0.0,0.0005662514156285391,0.0,0.0,0.0,0.0016987542468856172,0.0,0.0005662514156285391,0.0005662514156285391,0.0,0.0016987542468856172,0.0,0.0,0.0,0.0005662514156285391,0.0,0.0,0.0,0.0005662514156285391,0.0005662514156285391,0.0,0.0,0.0,0.0,0.0
SRR062803,0.9777102330293821,0.0,0.0,0.0,0.0006754474839581223,0.0,0.0010131712259371837,0.0,0.0016886187098953055,0.0,0.0003377237419790612,0.0,0.0,0.0,0.0010131712259371837,0.0,0.0,0.0006754474839581223,0.0,0.0,0.0,0.0,0.0,0.0,0.0006754474839581223,0.0016886187098953055,0.0003377237419790612,0.0003377237419790612,0.0023640661938534283,0.0003377237419790612,0.0,0.0,0.004052684903748735,0.0,0.0013508949679162446,0.0003377237419790612,0.0003377237419790612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062767,0.3706576728499157,0.0013490725126475546,0.0,0.0,0.6020236087689713,0.0,0.0060708263069139965,0.0,0.0,0.0,0.0,0.003709949409780776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003709949409780776,0.0,0.0,0.005396290050590218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062898,0.963276836158192,0.002354048964218456,0.0,0.0,0.016478342749529192,0.0,0.00047080979284369113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047080979284369113,0.0,0.0,0.0,0.0,0.0014124293785310734,0.0,0.0,0.0,0.0009416195856873825,0.0,0.0,0.0061205273069679855,0.0,0.0,0.0,0.0,0.0,0.0014124293785310734,0.0,0.0,0.0,0.0,0.0,0.0
SRR062802,0.8902524544179523,0.0,0.0,0.0,0.00035063113604488083,0.0,0.01472650771388499,0.0,0.0,0.0,0.0,0.0694249649368864,0.0,0.0,0.0,0.0,0.0010518934081346423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02384291725105189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062860,0.9921383647798742,0.0,0.0,0.0,0.0003930817610062893,0.0011792452830188679,0.0,0.0,0.0003930817610062893,0.0,0.0,0.0003930817610062893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005110062893081761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003930817610062893,0.0,0.0,0.0,0.0
SRR062989,0.9743589743589745,0.0036630036630036634,0.0,0.0010465724751439038,0.0,0.0031397174254317113,0.0,0.0,0.0010465724751439038,0.0005232862375719519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010465724751439038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015698587127158554,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0,0.0,0.0005232862375719519,0.0,0.0,0.0,0.0,0.0005232862375719519,0.0,0.0,0.0,0.0,0.0
SRR062790,0.0347970173985087,0.00041425020712510354,0.0,0.0,0.9266777133388566,0.0,0.00579950289975145,0.0,0.0,0.00041425020712510354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041425020712510354,0.0,0.0,0.0,0.0012427506213753107,0.0012427506213753107,0.0,0.0,0.02526926263463132,0.0,0.0,0.0,0.0,0.0,0.0,0.00041425020712510354,0.0,0.0,0.0,0.0,0.0
SRR062776,0.3530422825713304,0.0,0.0,0.0,0.4647645238913716,0.0,0.006531454107940872,0.0,0.0,0.0,0.0,0.008250257820556892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034376074252320387,0.0,0.0,0.0,0.0,0.00034376074252320387,0.0,0.0,0.0,0.0089377793056033,0.0,0.0,0.15503609487796494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRR062861,0.00048732943469785567,0.0,0.0,0.0,0.9975633528265108,0.0,0.0014619883040935672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
