ncbi_taxon_id,scientific_name
1076,Rhodopseudomonas palustris
1206,Trichodesmium erythraeum
1231,Nitrosospira multiformis
1244,Leuconostoc gelidum
1245,Leuconostoc mesenteroides
1246,Leuconostoc lactis
1249,Weissella paramesenteroides
1251,Leuconostoc fallax
1254,Pediococcus acidilactici
1255,Pediococcus pentosaceus
1258,Peptoniphilus asaccharolyticus
1260,Finegoldia magna
1261,Peptostreptococcus anaerobius
1264,Ruminococcus albus
1265,Ruminococcus flavefaciens
1267,Clostridium ventriculi
1270,Micrococcus luteus
1280,Staphylococcus aureus
1282,Staphylococcus epidermidis
1285,Staphylococcus intermedius
1296,Staphylococcus sciuri
1299,Deinococcus radiodurans
1303,Streptococcus oralis
1304,Streptococcus salivarius
1305,Streptococcus sanguinis
1307,Streptococcus suis
1308,Streptococcus thermophilus
1310,Streptococcus sobrinus
1311,Streptococcus agalactiae
1313,Streptococcus pneumoniae
1314,Streptococcus pyogenes
1317,Streptococcus downei
1322,Blautia hansenii
1326,Streptococcus acidominimus
1328,Streptococcus anginosus
1335,Streptococcus equinus
1336,Streptococcus equi
1338,Streptococcus intermedius
1339,Streptococcus macacae
1343,Streptococcus vestibularis
1349,Streptococcus uberis
1351,Enterococcus faecalis
1352,Enterococcus faecium
1354,Enterococcus hirae
1356,Enterococcus sulfureus
1358,Lactococcus lactis
1363,Lactococcus garvieae
1364,Lactococcus piscium
1365,Lactococcus plantarum
1366,Lactococcus raffinolactis
1376,Aerococcus urinae
1379,Gemella haemolysans
1381,Atopobium minutum
1382,Atopobium parvulum
1383,Atopobium rimae
1393,Brevibacillus brevis
1401,Paenibacillus lautus
1402,Bacillus licheniformis
1404,Bacillus megaterium
1406,Paenibacillus polymyxa
1407,Bacillus psychrosaccharolyticus
1408,Bacillus pumilus
1418,Bacillus mannanilyticus
1422,Geobacillus stearothermophilus
1423,Bacillus subtilis
1428,Bacillus thuringiensis
1449,Amphibacillus xylanus
1450,Alicyclobacillus acidoterrestris
1456,Bacillus benzoevorans
1467,Bacillus lentus
1472,Paenibacillus pabuli
1476,Sporosarcina psychrophila
1478,Bacillus simplex
1490,Paraclostridium bifermentans
1491,Clostridium botulinum
1492,Clostridium butyricum
1495,Clostridium cylindrosporum
1496,Clostridioides difficile
1501,Clostridium pasteurianum
1502,Clostridium perfringens
1504,Clostridium septicum
1506,Clostridium sp.
1507,Clostridium sp. ATCC 29733
1510,[Clostridium] stercorarium
1512,[Clostridium] symbiosum
1513,Clostridium tetani
1515,Ruminiclostridium thermocellum
1519,Clostridium tyrobutyricum
1520,Clostridium beijerinckii
1521,[Clostridium] cellulolyticum
1522,[Clostridium] innocuum
1525,Moorella thermoacetica
1529,Clostridium cadaveris
1530,Clostridium carnis
1531,[Clostridium] clostridioforme
1532,Blautia coccoides
1533,Clostridium fallax
1535,[Clostridium] leptum
1537,Romboutsia lituseburensis
1539,Clostridium malenominatum
1540,Clostridioides mangenotii
1541,Terrisporobacter mayombei
1547,Erysipelatoclostridium ramosum
1549,[Clostridium] sporosphaeroides
1550,Clostridium subterminale
1551,Clostridium aurantibutyricum
1559,Clostridium tertium
1561,Clostridium baratii
1571,Sporosarcina ureae
1579,Lactobacillus acidophilus
1580,Lactobacillus brevis
1581,Lactobacillus buchneri
1582,Lactobacillus casei
1583,Weissella confusa
1584,Lactobacillus delbrueckii
1587,Lactobacillus helveticus
1589,Lactobacillus pentosus
1590,Lactobacillus plantarum
1596,Lactobacillus gasseri
1597,Lactobacillus paracasei
1598,Lactobacillus reuteri
1599,Lactobacillus sakei
1600,Lactobacillus acetotolerans
1604,Lactobacillus amylovorus
1605,Lactobacillus animalis
1613,Lactobacillus fermentum
1615,Weissella halotolerans
1622,Lactobacillus murinus
1623,Lactobacillus ruminis
1624,Lactobacillus salivarius
1625,Lactobacillus sanfranciscensis
1629,Weissella viridescens
1630,Kandleria vitulina
1632,Lactobacillus oris
1633,Lactobacillus vaginalis
1648,Erysipelothrix rhusiopathiae
1652,Alloiococcus otitis
1655,Actinomyces naeslundii
1656,Actinomyces viscosus
1659,Actinomyces israelii
1660,Actinomyces odontolyticus
1670,Arthrobacter citreus
1680,Bifidobacterium adolescentis
1681,Bifidobacterium bifidum
1683,Bifidobacterium angulatum
1684,Bifidobacterium asteroides
1685,Bifidobacterium breve
1686,Bifidobacterium catenulatum
1687,Bifidobacterium coryneforme
1688,Bifidobacterium cuniculi
1689,Bifidobacterium dentium
1691,Bifidobacterium indicum
1694,Bifidobacterium pseudolongum
1710,Cellulosimicrobium cellulans
1717,Corynebacterium diphtheriae
1719,Corynebacterium pseudotuberculosis
1724,Corynebacterium renale
1725,Corynebacterium xerosis
1727,Corynebacterium variabile
1735,Holdemanella biformis
1736,Eubacterium limosum
1737,[Eubacterium] tenue
1744,Propionibacterium freudenreichii
1747,Propionibacterium acnes
1823,Nocardia otitidiscaviarum
1828,Rhodococcus fascians
1829,Rhodococcus rhodochrous
1833,Rhodococcus erythropolis
1888,Streptomyces albus
1902,Streptomyces coelicolor
1927,Streptomyces rimosus
2021,Thermobifida fusca
2047,Rothia dentocariosa
2051,Mobiluncus curtisii
2088,Anaeroplasma bactoclasticum
2098,Mycoplasma hominis
2111,Mycoplasma arthritidis
2130,Ureaplasma urealyticum
2137,Spiroplasma apis
2139,Spiroplasma clarkii
2145,Spiroplasma taiwanense
2150,Acholeplasma modicum
2153,Asteroleplasma anaerobium
2173,Methanobrevibacter smithii
2317,Methanosphaera stadtmanae
2350,Haliscomenobacter hydrossis
2358,Desulfomonile tiedjei
2374,Acetonema longum
2702,Gardnerella vaginalis
2724,Hirschia baltica
2736,Verrucomicrobium spinosum
2738,Vagococcus fluvialis
2741,Peptococcus niger
2743,Marinobacter hydrocarbonoclasticus
2748,Carnobacterium divergens
2751,Carnobacterium maltaromaticum
13076,Globicatella sanguinis
13335,Anaerobiospirillum succiniciproducens
13689,Sphingomonas paucimobilis
13690,Sphingobium yanoikuyae
28025,Bifidobacterium animalis
28026,Bifidobacterium pseudocatenulatum
28034,Sulfobacillus thermosulfidooxidans
28037,Streptococcus mitis
28038,Lactobacillus curvatus
28080,Campylobacter upsaliensis
28090,Acinetobacter lwoffii
28091,Neisseria weaveri
28104,Mesorhizobium huakuii
28108,Alteromonas macleodii
28111,Bacteroides eggerthii
28112,Tannerella forsythia
28113,Bacteroides heparinolyticus
28114,Porphyromonas levii
28116,Bacteroides ovatus
28117,Alistipes putredinis
28118,Odoribacter splanchnicus
28119,Bacteroides zoogleoformans
28123,Porphyromonas asaccharolytica
28124,Porphyromonas endodontalis
28125,Prevotella bivia
28126,Prevotella buccae
28127,Prevotella buccalis
28128,Prevotella corporis
28129,Prevotella denticola
28130,Prevotella disiens
28131,Prevotella intermedia
28132,Prevotella melaninogenica
28133,Prevotella nigrescens
28134,Prevotella oralis
28135,Prevotella oris
28136,Prevotella oulorum
28137,Prevotella veroralis
28139,Rikenella microfusus
28141,Cronobacter sakazakii
28158,Bisgaard Taxon 3
28161,Bisgaard Taxon 7
28187,Acetohalobium arabaticum
28197,Arcobacter butzleri
28212,Sphingomonas adhaesiva
28446,[Clostridium] propionicum
28447,Clavibacter michiganensis
28454,Sphingobacterium multivorum
28901,Salmonella enterica
29292,Pyrococcus abyssi
29317,Actinomyces sp.
29321,Turicella otitidis
29347,[Clostridium] scindens
29348,[Clostridium] spiroforme
29354,[Clostridium] celerecrescens
29355,[Clostridium] cellobioparum
29356,Clostridium chartatabidum
29360,Cellulosilyticum lentocellum
29363,Clostridium paraputrificum
29367,Clostridium puniceum
29369,Clostridium sardiniense
29370,[Clostridium] sphenoides
29371,[Clostridium] termitidis
29372,Clostridium thermobutyricum
29375,[Clostridium] xylanolyticum
29385,Staphylococcus saprophyticus
29389,Streptococcus alactolyticus
29391,Gemella morbillorum
29394,Dolosigranulum pigrum
29419,Helicobacter canis
29430,Acinetobacter haemolyticus
29434,Neisseria pharyngis
29448,Bradyrhizobium elkanii
29449,Rhizobium etli
29461,Brucella suis
29466,Veillonella parvula
29485,Yersinia rohdei
29524,Porphyromonas circumdentaria
29533,Flavobacterium pectinovorum
29542,Pelobacter acetylenicus
29546,Lawsonia intracellularis
29552,Acholeplasma axanthum
31909,Halothermothrix orenii
31971,[Eubacterium] dolichum
31998,Methylobacterium radiotolerans
32013,Comamonas terrigena
32016,Desulfovibrio oxamicus
33007,Actinomyces neuii
33008,Rhodococcus globerulus
33010,Propionibacterium avidum
33011,Propionibacterium granulosum
33029,Anaerococcus hydrogenalis
33031,Peptoniphilus lacrimalis
33032,Anaerococcus lactolyticus
33033,Parvimonas micra
33034,Anaerococcus prevotii
33035,Blautia producta
33036,Anaerococcus tetradius
33037,Anaerococcus vaginalis
33038,[Ruminococcus] gnavus
33039,[Ruminococcus] torques
33043,Coprococcus eutactus
33051,Sphingomonas sanguinis
33058,Thauera selenatis
33069,Pseudomonas viridiflava
33072,Gloeobacter violaceus
33075,Acidobacterium capsulatum
33871,Coriobacterium glomerans
33905,Bifidobacterium thermophilum
33932,Bacillus cohnii
33934,Anoxybacillus flavithermus
33935,Lysinibacillus macroides
33946,Kurthia gibsonii
33954,Clostridium magnum
33959,Lactobacillus johnsonii
33964,Leuconostoc citreum
33970,Melissococcus plutonius
33987,Exiguobacterium aurantiacum
33996,Gluconacetobacter diazotrophicus
34004,Paracoccus aminovorans
34038,Rahnella aquatilis
34059,Moraxella atlantae
34062,Moraxella osloensis
34086,Pedobacter antarcticus
34087,Sphingobacterium faecium
34103,Sphaerotilus natans
35517,[Eubacterium] brachy
35519,Mogibacterium timidum
35701,Heliobacterium modesticaldum
35751,Sporichthya polymorpha
35760,Bifidobacterium choerinum
35785,Clostridium maximum
35787,Lactobacillus pontis
35818,Helicobacter pullorum
35825,Pseudobacteroides cellulosolvens
35833,Bilophila wadsworthia
35841,Bacillus thermoamylovorans
36740,Dermabacter hominis
36745,Clostridium saccharoperbutylacetonicum
36834,Clostridium celatum
36835,[Clostridium] colinum
36847,[Clostridium] neopropionicum
36848,Oxalophagus oxalicus
36850,Clostridium quinii
36874,Porphyromonas cangingivalis
37636,Thermus scotoductus
37637,Corynebacterium pseudodiphtheriticum
37734,Enterococcus casseliflavus
37915,Dietzia maris
37923,Kocuria kristinae
37930,Glutamicibacter protophormiae
38284,Corynebacterium accolens
38286,Corynebacterium afermentans
38288,Corynebacterium genitalium
38289,Corynebacterium jeikeium
38293,Photobacterium damselae
38301,Corynebacterium minutissimum
38303,Corynebacterium pseudogenitalium
38304,Corynebacterium tuberculostearicum
38313,Shewanella algae
38986,Acholeplasma palmae
39029,Megasphaera cerevisiae
39482,[Eubacterium] contortum
39483,Faecalitalea cylindroides
39484,Eubacterium desmolans
39485,[Eubacterium] eligens
39486,Dorea formicigenerans
39487,Atopobium fossor
39488,[Eubacterium] hallii
39489,Clostridium moniliforme
39490,Eubacterium ramulus
39491,[Eubacterium] rectale
39492,[Eubacterium] siraeum
39493,Clostridium tarantellae
39494,[Eubacterium] tortuosum
39496,Eubacterium ventriosum
39497,Eubacterium xylanophilum
39498,[Eubacterium] yurii
39645,Mesorhizobium ciceri
39777,Veillonella atypica
39778,Veillonella dispar
39791,Corynebacterium glucuronolyticum
39950,Dialister pneumosintes
39960,Erythrobacter litoralis
40214,Acinetobacter johnsonii
40215,Acinetobacter junii
40216,Acinetobacter radioresistens
40324,Stenotrophomonas maltophilia
40518,Ruminococcus bromii
40519,Ruminococcus callidus
40520,Blautia obeum
40543,Sneathia sanguinegens
40681,Sphingomonas asaccharolytica
40682,Sphingomonas mali
41276,Brevundimonas vesicularis
41976,Porphyromonas catoniae
42256,Rubrobacter radiotolerans
42322,Eubacterium ruminantium
42448,Anaerobranca horikoshii
42565,Halomonas salina
43131,Tissierella praeacuta
43143,Tissierella creatinini
43263,Pseudomonas alcaligenes
43305,Butyrivibrio proteoclasticus
43675,Rothia mucilaginosa
43767,Rhodococcus equi
43768,Corynebacterium matruchotii
43769,Corynebacterium propinquum
43770,Corynebacterium striatum
43771,Corynebacterium urealyticum
43990,Corynebacterium segmentosum
43997,Catonella morbi
44008,Enterococcus cecorum
44009,Enterococcus dispar
44252,Paenibacillus macerans
44255,Bradyrhizobium oligotrophicum
44256,Caldanaerobius polysaccharolyticus
44742,Desulfovibrio fairfieldensis
44749,Sporobacter termitidis
44933,Halomonas cupida
44935,Halomonas venusta
45067,Legionella lansingensis
45254,Dysgonomonas capnocytophagoides
45634,Streptococcus cristatus
45851,Butyrivibrio crossotus
46124,Granulicatella adiacens
46125,Abiotrophia defectiva
46206,Pseudobutyrivibrio ruminis
46223,Thermoflavimicrobium dichotomicum
46228,Ruminococcus lactaris
46240,Paenibacillus apiarius
46503,Parabacteroides merdae
46506,Bacteroides stercoris
46867,Clostridium chauvoei
47246,[Clostridium] viride
47678,Bacteroides caccae
47715,Lactobacillus rhamnosus
47770,Lactobacillus crispatus
47877,Pseudomonas amygdali
47879,Pseudomonas corrugata
47880,Pseudomonas fulva
47884,Pseudomonas taetrolens
47885,Pseudomonas oryzihabitans
47886,Pseudomonas luteola
48296,Acinetobacter pittii
48466,Prosthecobacter vanneervenii
49319,Rubrobacter xylanophilus
49338,Desulfitobacterium hafniense
51161,Actinobacillus delphinicola
51663,Pediococcus damnosus
51664,Lactobacillus dextrinicus
52022,Meiothermus silvanus
52133,Acinetobacter venetianus
52226,Mitsuokella multacida
52227,Prevotella dentalis
52242,Lactobacillus gallinarum
52584,Brachyspira pilosicoli
52767,Actinomyces denticolens
52770,Actinomyces hordeovulneris
52773,Actinomyces meyeri
52787,Anaerofilum pentosovorans
53346,Enterococcus mundtii
53363,Brevibacterium mcbrellneri
53374,Corynebacterium coyleae
53408,Pseudomonas citronellolis
53409,Pseudomonas coronafaciens
53412,Pseudomonas resinovorans
53418,Treponema lecithinolyticum
53419,Treponema socranskii
53440,Nocardiopsis listeri
53443,Blautia hydrogenotrophica
53446,Streptomyces cinnamoneus
54005,Peptoniphilus harei
54006,Peptoniphilus ivorii
54007,Anaerococcus octavius
54062,Pediococcus parvulus
55197,Flavobacterium branchiophilum
55206,Spirochaeta smaragdinae
55507,Schwartzia succinivorans
55508,Janthinobacterium agaricidamnosum
55565,Actinomyces graevenitzii
55969,Leucobacter komagatae
56460,Xanthomonas vesicatoria
56810,Psychrobacter glacincola
57480,Microvirgula aerodenitrificans
57706,Citrobacter braakii
57732,Enterococcus asini
58134,[Desulfotomaculum] guttoideum
58135,Desulfotomaculum kuznetsovii
58172,Paenibacillus sp.
59310,Streptococcus macedonicus
59505,Actinotignum schaalii
59803,Sphingomonas echinoides
60133,Prevotella pallens
60519,Lactobacillus graminis
61171,Holdemania filiformis
61435,Dehalococcoides mccartyi
61624,Paenibacillus mucilaginosus
61635,Acholeplasma brassicae
61648,Kluyvera intermedia
62322,Shewanella baltica
63612,Sodalis glossinidius
64178,Coleofasciculus chthonoplastes
65058,Corynebacterium ulcerans
66084,Wolbachia sp. wRi
66219,Lachnoclostridium phytofermentans
66228,Actinomyces europaeus
67269,Streptomyces alboviridis
67859,Haemophilus influenzae-murium
68188,Streptomyces clavifer
69208,Clostridium polyendosporum
69710,Treponema vincentii
69823,Selenomonas sputigena
69824,[Clostridium] cocleatum
69825,[Clostridium] indolis
70775,Pseudomonas plecoglossicida
70856,Aeromonas popoffii
70863,Shewanella oneidensis
70995,Lewinella cohaerens
71388,Vibrio halioticoli
71433,Mesorhizobium amorphae
71656,Brenneria alni
71667,Waddlia chondrophila
71999,Kocuria palustris
72000,Kocuria rhizophila
73098,Kluyvera georgiana
74313,Brevundimonas subvibrioides
74329,Brevundimonas mediterranea
74426,Collinsella aerofaciens
76122,Alloprevotella tannerae
76123,Prevotella enoeca
76517,Campylobacter hominis
76759,Pseudomonas monteilii
76853,Solibacillus silvestris
76860,Streptococcus constellatus
77038,Wolbachia endosymbiont of Drosophila simulans
77095,Prevotella bryantii
77098,Halomonas pacifica
77768,Prevotella albensis
78257,Bifidobacterium saeculare
78259,Scardovia inopinata
78342,Bifidobacterium gallicum
78343,Bifidobacterium boum
78345,Bifidobacterium merycicum
78346,Bifidobacterium ruminantium
78448,Bifidobacterium pullorum
78527,Rhizobium undicola
79681,Tissierella creatinophila
79880,Bacillus clausii
79882,Bacillus halmapalus
79883,Bacillus horikoshii
79885,Bacillus pseudofirmus
80866,Delftia acidovorans
81028,Treponema brennaborense
81032,Hyphomonas neptunium
82135,Atopobium vaginae
82375,Anaerosinus glycerini
82688,Lactobacillus nagelii
82801,Desemzia incerta
83263,Aminobacter aminovorans
83617,Stenotrophomonas nitritireducens
83661,Desulfonispora thiosulfatigenes
83683,Lactobacillus amylolyticus
83771,Succinivibrio dextrinosolvens
83868,Palaeococcus ferrophilus
83986,Methanoculleus bourgensis
84026,[Clostridium] methylpentosum
84030,[Clostridium] saccharolyticum
84031,Clostridium sartagoforme
84032,[Clostridium] thermosuccinogenes
84109,Slackia exigua
84112,Eggerthella lenta
84377,Brachyspira intermedia
84500,Alcanivorax sp. Wf-1
84980,Desulfotalea psychrophila
85336,Rothia nasimurium
85338,Rothia sp. CCUG 25688
85698,Achromobacter xylosoxidans
85831,Bacteroides acidifaciens
85993,Hydrogenophilus hirschii
86185,Pseudomonas lundensis
86663,Bacillus carboniphilus
86664,Bacillus flexus
86668,Bacillus niacini
86958,Propionispira paucivorans
87650,Facklamia sourekii
88233,Lactobacillus manihotivorans
88431,Dorea longicatena
88688,Caulobacter segnis
89014,Blautia luti
89059,Lactobacillus acidipiscis
89093,Ignavigranum ruoffiae
89152,[Clostridium] hiranonis
89524,Rubrimonas cliftonensis
89768,Methylobacterium sp. MBIC4305
90241,Moraxella lincolnii
90245,Oligella urethralis
90728,Desulfatiglans anilini
90742,Paracoccus sp. MBIC4017
91458,Halomonas sp. MBIC2031
92945,Ketogulonicigenium vulgare
93063,Sphingomonas aquatilis
93064,Sphingomonas koreensis
93220,Pandoraea pnomenusa
96344,Cupriavidus oxalaticus
96565,Lactobacillus hamsteri
97084,Halobacteriovorax marinus
97253,Eubacterium plexicaudatum
97478,Lactobacillus mucosae
98513,Phenylobacterium haematophilum
99675,Clostridium putrefaciens
100468,Lactobacillus perolens
100884,Coprobacillus cateniformis
101070,Rummeliibacillus pycnus
101564,Pseudomonas alcaliphila
102148,Solobacterium moorei
102684,Streptococcus infantarius
102862,Proteus penneri
103621,Actinomyces urogenitalis
103690,Nostoc sp. PCC 7120
103891,Veillonella criceti
103892,Veillonella ratti
104623,Serratia sp. ATCC 39006
104663,Chitinophaga filiformis
105229,Bacillus fumarioli
105841,Anaerostipes caccae
106588,Pseudoflavonifractor capillosus
106648,Acinetobacter bereziniae
106654,Acinetobacter nosocomialis
107580,Bacteroides sp. CIP103040
108980,Acinetobacter ursingii
109790,Lactobacillus jensenii
110845,Jeotgalicoccus pinnipedialis
111015,Actinomyces radicidentis
112002,Psychrobacter pacificensis
112009,Ignatzschineria larvae
113287,Pseudoramibacter alactolyticus
114527,Mogibacterium diversum
114528,Mogibacterium neglectum
114702,Actinomyces lingnae
115979,Bacillus nealsonii
117207,Sphingopyxis alaskensis
118748,Bulleidia extructa
118999,Methylobacterium sp. LMG 19419
119854,Peptostreptococcus sp. CCUG 42997
120962,Roseiflexus castenholzii
121163,Actinomyces suimastitidis
121428,Sphingobium xenophagum
122355,Pseudomonas psychrophila
128780,Stenotrophomonas acidaminiphila
131110,Actinomyces radingae
132476,Pseudomonas kilonensis
133453,Caldilinea aerophila
133926,Olsenella uli
134534,Acinetobacter gyllenbergii
134605,Fusobacterium equinum
134821,Ureaplasma parvum
135082,Selenomonas infelix
136857,Corynebacterium testudinoris
137461,Aerosphaera taetra
137591,Weissella cibaria
137662,Nonomuraea terrinata
137730,Facklamia ignava
137732,Granulicatella elegans
138595,Olsenella profusa
139208,Isoptericola variabilis
143361,Filifactor alocis
143393,[Eubacterium] sulci
146786,Thermosynechococcus elongatus
146817,Dendrosporobacter quercicolus
146939,Azospira oryzae
147206,Collinsella stercoris
147207,Collinsella intestinalis
147645,Paracoccus yeei
147709,Carnobacterium inhibens
147802,Lactobacillus iners
148814,Lactobacillus kunkeei
149015,Streptococcus hyovaginalis
150240,Gemella cuniculi
151276,Bacteroides coprosuis
151781,Lactobacillus intestinalis
152297,Pseudoalteromonas issachenkonii
152331,Lactobacillus parabuchneri
153151,Geobacillus toebii
153721,Sporocytophaga myxococcoides
154046,Hungatella hathewayi
155617,Enterococcus moraviensis
155892,Caulobacter vibrioides
156456,Anaeroglobus geminatus
156974,Dysgonomonas gadei
156978,Corynebacterium imitans
156980,Arthrobacter woluwensis
157268,Helicobacter winghamensis
157687,Leptotrichia wadei
157691,Leptotrichia shahii
157692,Leptotrichia goodfellowii
157782,Pseudomonas parafulva
157838,Bacillus shackletonii
158500,Novosphingobium resinovorum
158787,Bifidobacterium scardovii
158836,Enterobacter hormaechei
158847,Megamonas hypermegale
158849,Moellerella wisconsensis
159896,Microbacterium gubbeenense
160453,Enterococcus gilvus
160791,Sphingomonas wittichii
160799,Paenibacillus borealis
160808,Acidithiobacillus ferrivorans
161879,Corynebacterium kroppenstedtii
163011,Pseudomonas lini
163202,Corynebacterium appendicis
163665,Dysgonomonas mossii
163877,Virgibacillus necropolis
164393,Lactobacillus fuchuensis
165179,Prevotella copri
165813,Sporanaerobacter acetigenes
166485,Caminicella sporogenes
166486,Roseburia intestinalis
167964,Anaerolinea thermophila
168384,Marvinbryantia formatexigens
169292,Corynebacterium aurimucosum
169435,Anaerotruncus colihominis
169679,Clostridium saccharobutylicum
170661,Vibrio xuii
171398,Paenibacillus sp. DSM 1352
171399,Paenibacillus sp. DSM 6358
171685,Bacillus murimartini
172042,Rothia aeria
173480,Gemmatimonas aurantiaca
174709,Allobaculum stercoricanis
177972,Shuttleworthia satelles
179628,Clostridium colicanis
179995,Anaerobiospirillum thomasii
180164,Blautia schinkii
180282,Delftia tsuruhatensis
180311,Hespellia stercorisuis
180332,Robinsoniella peoriensis
181487,Actinomyces cardiffensis
181663,Desulfococcus oleovorans
181675,Lactobacillus coleohominis
182640,Kribbella flavida
182710,Oceanobacillus iheyensis
183417,Proteus hauseri
184064,Thermodesulfobium narugense
184870,Varibaculum cambriense
185293,Prevotella oryzae
185294,Prevotella paludivivens
185300,Paludibacter propionicigenes
185950,Sphingomonas faeni
186651,Microvirga subterranea
187101,Sneathia amnii
187145,Caldithrix abyssi
187326,Megasphaera micronuciformis
187327,Acidaminococcus intestini
187452,Pediococcus claussenii
187491,Corynebacterium glaucum
189381,Bacillus marisflavi
189426,Paenibacillus odorifer
189722,Prevotella marshii
190721,Ralstonia insidiosa
191295,Alcaligenes sp. VKM B-2263
191298,Pseudomonas sp. VKM B-2265
191493,Corynebacterium sphenisci
191495,Conexibacter woesei
191610,Corynebacterium atypicum
191960,Sedimenticola selenatireducens
192421,Planococcus maritimus
194326,Lactobacillus versmoldensis
194436,Methylobacterium sp. PC30.44
195250,Synechococcus sp. PCC 7336
196024,Aeromonas dhakensis
197614,Streptococcus pasteurianus
198252,Candidatus Pelagibacter ubique
198616,Pseudomonas jinjuensis
202267,Halomonas sp. YIM-kkny11
202604,Moorella mulderi
202611,Lysinibacillus odysseyi
202789,Actinobaculum massiliense
202952,Acinetobacter gerneri
202955,Acinetobacter tjernbergiae
202956,Acinetobacter towneri
204038,Dickeya dadantii
204516,Bacteroides massiliensis
207340,Roseomonas mucosa
208226,Alkaliphilus metalliredigens
208479,[Clostridium] bolteae
208596,Carnobacterium sp. 17-4
214856,Alistipes finegoldii
215690,Thermomonas fusca
216778,Stenotrophomonas rhizophila
216816,Bifidobacterium longum
216903,Chryseobacterium molle
216935,Spiroplasma culicicola
216940,Spiroplasma lampyridicola
216945,Spiroplasma syrphidicola
216947,Spiroplasma velocicrescens
217067,Labrys monachus
217168,Microvirga flocculans
218284,Bacillus vietnamensis
218538,Dialister invisus
219748,Clostridium tunisiense
220687,Bacillus novalis
225004,Treponema berlinense
225195,Pelobacter massiliensis
225324,Enhydrobacter aerosaccus
225991,Comamonas aquatica
225992,Comamonas kerstersii
227943,Lactobacillus antri
227945,Lactobacillus ultunensis
228603,Prevotella shahii
228604,Prevotella salivae
229545,Aster yellows witches'-broom phytoplasma
231053,Saccharibacter floricola
232721,Acidovorax sp. JS42
233055,Desulfitobacterium dichloroeliminans
234835,Brevibacterium antiquum
