Palm.7,553,0,0,0,6,0,0,0,19,0,0,23,0,0,14,0,2,0,6,1,1,1,2,0,6,0,0,4,2,0,1,0,0,0,3,2,1,7,1,0,0,2,0,0,0,1,1,6,0,0
Axilla.4,364,0,0,0,4,0,6,0,96,0,0,181,0,0,0,0,58,0,0,0,0,0,0,0,2,0,0,16,0,31,0,0,3,0,0,0,1,0,0,167,0,1,0,0,0,0,0,0,129,1
Axilla.5,47,0,0,0,0,0,0,0,142,0,0,382,0,0,4,0,20,0,7,0,1,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,167,0,0,0,0,0,2,0,0,79,0
Volear Forearm.4,515,0,0,0,17,0,6,0,41,0,0,4,0,0,21,0,0,0,6,0,2,9,0,1,2,0,0,0,0,0,3,4,0,0,4,1,4,4,0,4,0,0,0,0,0,11,3,0,0,0
Volear Forearm.5,871,0,0,0,15,0,3,0,34,0,0,9,0,0,45,0,1,0,8,1,2,10,1,0,14,0,0,0,4,0,22,1,0,0,1,2,10,7,0,0,0,6,0,1,0,11,0,0,0,0
Plantar Foot.8,0,0,0,5,1301,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,97,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantar Foot.9,0,0,0,6,552,0,0,0,1,0,1,34,0,0,0,1,0,2,0,0,0,0,50,0,106,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forehead.4,1795,0,0,0,2,0,8,0,16,0,0,2,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Palmar Index Finger.4,788,0,0,0,10,0,5,0,15,0,0,7,0,0,32,0,4,0,0,2,3,7,0,0,8,0,0,1,0,0,5,2,0,0,0,0,2,10,0,0,0,1,0,0,0,11,0,2,0,2
Palmar Index Finger.5,407,0,0,0,3,0,4,0,3,0,0,0,0,0,20,0,4,0,1,0,0,21,1,0,0,0,0,0,0,0,12,1,0,0,0,0,6,0,0,0,0,0,0,0,1,144,0,0,0,3
Popliteal Fossa.6,72,0,0,0,50,0,0,0,46,0,0,298,0,0,14,0,0,0,78,0,6,1,0,0,6,0,0,0,12,0,5,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,2,0,0,1
Popliteal Fossa.7,59,0,0,0,29,0,0,1,336,0,0,269,0,0,4,0,1,0,50,0,1,0,1,0,14,1,1,1,9,0,5,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,4,5,2,0
Labia Minora.2,0,1,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,52,0,0,0,0,0,0,11,5,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0
Umbilicus.2,131,0,0,0,501,0,3,0,0,0,6,1,0,0,137,0,2,28,4,0,7,13,0,0,5,0,0,0,2,0,21,168,0,0,208,0,7,115,0,0,0,5,0,0,2,5,0,0,0,3
External Nose.2,1522,0,0,0,0,0,8,0,33,0,0,5,0,0,0,0,2,0,1,6,0,1,0,1,26,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3,0,0,2,0
Pinna.4,1131,0,0,0,0,0,9,0,8,0,0,6,0,0,1,0,0,0,0,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm.8,826,0,0,0,9,0,5,0,30,0,0,4,0,0,19,0,4,0,0,0,3,17,0,1,5,0,1,1,0,0,9,1,1,0,1,0,3,13,0,0,0,16,0,1,0,17,0,0,2,0
Palm.9,1002,0,0,0,7,0,8,0,21,0,1,0,0,0,16,0,0,0,1,2,3,8,0,0,3,0,0,0,0,0,1,0,1,0,0,1,2,10,0,2,0,1,0,1,0,12,0,0,1,0
Axilla.6,96,0,0,0,0,0,1,0,32,0,0,192,0,0,0,0,23,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0
Axilla.7,29,0,0,0,9,0,0,0,43,0,0,438,0,0,0,0,43,0,15,1,0,0,0,0,1,0,0,1,0,8,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,90,0
Volear Forearm.6,519,0,0,0,17,0,4,0,10,0,0,10,0,0,24,0,4,0,8,0,3,4,1,0,4,0,0,3,0,0,1,0,0,0,3,0,3,20,0,1,0,1,0,0,0,11,0,0,0,0
Volear Forearm.7,335,0,0,0,3,0,3,1,15,0,0,3,0,0,8,0,1,0,4,0,2,3,0,0,2,0,0,0,0,0,4,3,0,0,0,1,1,9,0,0,0,3,0,0,0,2,0,1,0,0
Plantar Foot.10,1,0,0,5,979,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,67,0,293,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Plantar Foot.11,5,0,0,5,928,0,1,0,16,1,0,14,0,0,1,1,0,1,2,0,0,0,50,0,115,0,0,0,0,0,4,23,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Forehead.5,1465,0,0,0,1,0,4,0,8,0,0,0,0,0,1,0,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Palmar Index Finger.6,794,0,0,0,9,0,4,0,6,0,0,2,0,1,21,0,10,0,0,2,4,10,2,1,3,0,0,2,0,0,6,0,0,0,1,0,2,6,0,0,0,1,0,0,0,42,0,0,0,1
Palmar Index Finger.7,821,0,0,0,8,0,7,0,21,0,0,10,0,0,55,0,4,0,1,2,8,5,1,1,6,0,0,0,1,0,9,4,0,0,0,1,10,17,0,0,0,0,0,0,0,25,0,1,2,2
Popliteal Fossa.8,276,0,0,0,61,0,2,1,172,0,0,140,3,0,19,0,0,0,126,1,11,0,1,0,25,0,1,1,12,0,3,5,0,0,4,0,3,1,0,5,0,0,0,0,0,3,6,3,0,1
Popliteal Fossa.9,218,0,0,0,50,0,1,1,43,0,0,87,0,0,6,0,2,0,54,0,2,1,0,0,18,0,1,0,6,0,0,4,0,2,4,1,1,6,0,0,0,0,0,0,0,1,2,0,0,0
Labia Minora.3,0,0,1,0,0,0,0,10,0,7,0,0,0,0,0,0,1,0,18,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,6,0,0,0
Umbilicus.3,236,0,0,0,161,0,1,0,10,0,4,1,0,0,23,0,0,10,9,1,4,2,0,0,4,0,0,0,0,0,1,120,0,0,113,0,1,65,0,7,0,1,0,0,0,4,0,0,1,0
External Nose.3,1779,0,0,0,0,0,4,0,44,0,0,8,2,0,5,0,1,0,5,2,4,0,0,1,21,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0
Pinna.5,1088,0,0,0,2,0,5,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Pinna.6,1643,0,0,0,0,0,12,0,1,0,0,33,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Palm.10,910,0,0,0,19,0,2,0,15,0,0,4,0,0,14,0,3,0,1,0,2,6,0,0,6,0,1,1,0,0,2,0,0,0,4,2,2,13,0,0,0,1,0,0,1,89,0,4,0,0
Palm.11,654,0,0,0,3,0,2,0,13,0,0,3,0,0,26,0,1,0,6,0,4,1,3,1,3,0,0,0,0,0,5,1,1,0,1,0,5,11,0,1,0,2,0,0,2,35,0,2,1,0
Plantar Foot.12,1,0,0,0,250,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,703,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Plantar Foot.13,0,0,0,1,439,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,17,0,496,0,0,0,0,0,0,47,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forehead.6,1739,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Popliteal Fossa.10,120,0,0,0,30,0,0,8,0,0,0,121,4,0,2,0,0,0,170,1,15,0,1,0,75,0,2,0,7,0,0,14,0,0,14,1,0,0,0,1,1,0,6,0,0,1,6,0,1,0
Palm.12,635,0,0,0,3,0,0,0,7,0,0,15,0,0,16,0,3,0,4,0,10,3,0,0,8,0,0,1,0,0,1,0,0,0,2,0,6,4,0,0,0,2,0,0,1,1,0,3,0,1
Palm.13,410,0,0,0,3,0,0,0,4,0,0,3,0,0,80,0,3,0,3,0,1,16,0,0,2,0,0,0,0,0,60,0,0,0,0,0,6,5,0,0,0,6,0,0,3,2,0,1,0,1
Plantar Foot.14,0,0,0,3,668,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,556,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantar Foot.15,1,0,0,2,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,272,0,0,0,0,0,0,10,0,0,69,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Forehead.7,1344,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,1,7,1,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popliteal Fossa.11,151,0,0,0,43,0,0,3,12,3,0,358,0,0,10,0,0,0,59,0,9,0,0,0,30,0,1,0,1,0,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0
Palm.14,720,0,0,0,2,0,1,0,3,0,0,5,0,0,10,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,3,0,9,0,0
Palm.15,448,0,0,0,0,0,0,0,8,0,0,7,0,0,26,0,1,0,2,0,6,2,0,0,0,0,0,0,0,0,8,0,0,0,1,0,13,7,0,0,0,4,0,0,0,0,0,19,1,2
Axilla.8,46,0,0,0,1,0,1,0,583,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0
Axilla.9,68,0,0,0,0,0,1,0,468,0,0,25,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Volear Forearm.8,170,0,0,0,4,0,3,0,234,0,0,6,0,0,21,0,0,0,25,1,0,0,0,0,1,0,0,1,7,0,0,0,1,0,1,0,2,328,0,0,0,4,0,0,0,10,0,4,0,2
Volear Forearm.9,196,0,0,0,15,0,7,1,612,0,0,2,0,0,17,0,9,0,24,0,1,2,0,0,4,0,0,0,0,0,4,0,0,0,1,0,4,280,0,0,4,2,0,1,2,10,0,3,0,1
Plantar Foot.16,7,0,0,6,681,0,0,0,509,0,0,8,0,0,2,0,0,5,2,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,2,1,0,0,0,0,0,2,0,0
Plantar Foot.17,5,0,0,2,298,0,0,0,321,0,0,1,0,0,1,0,1,3,1,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,1,0,0
Forehead.8,387,0,0,0,0,0,5,0,634,0,0,0,0,0,7,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,18,0,0,1,0,0,1,0,2,0,0,0,0
Palmar Index Finger.8,228,0,0,0,4,0,1,0,376,0,0,8,0,0,27,0,0,0,10,1,0,1,0,0,1,0,0,0,1,0,6,0,0,0,0,1,6,50,0,0,0,11,0,0,1,6,0,0,0,24
Palmar Index Finger.9,221,0,0,0,5,0,4,0,307,0,0,2,0,0,10,0,4,0,4,2,2,9,0,0,1,0,1,0,0,0,15,0,0,3,1,1,0,32,0,3,0,14,0,1,0,10,0,3,0,3
Popliteal Fossa.12,23,0,0,0,4,0,0,0,704,0,0,1,1,0,5,0,0,0,18,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,3,41,0,0,2,0,0,0,0,0,0,0,3,0
Popliteal Fossa.13,44,0,0,0,4,0,0,0,178,0,0,0,0,0,18,0,0,0,41,0,0,3,0,0,7,0,5,0,8,0,0,0,0,0,1,0,2,51,0,0,5,0,0,0,0,4,0,0,1,1
Labia Minora.4,0,1,1,0,17,1,0,0,2,2,0,0,1,0,0,0,0,0,272,0,1,0,0,0,35,21,20,0,207,0,0,0,0,0,0,0,0,0,0,3,67,0,0,0,0,0,0,0,0,0
External Nose.4,373,0,0,0,0,0,10,0,531,0,0,1,0,0,8,0,2,0,5,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,3,0,0,0,3,0,0,0,1
Pinna.7,556,0,0,0,0,0,13,0,67,0,0,0,0,0,7,0,0,0,9,2,0,2,3,0,2,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Pinna.8,448,0,0,0,0,0,6,0,83,0,0,61,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
Palm.16,151,0,0,0,3,0,1,0,148,0,0,0,0,0,5,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3,0,38,0,1,2,9,0,0,0,2,0,0,0,5
Palm.17,416,0,0,0,6,0,8,1,485,1,0,5,0,0,19,0,1,0,9,0,3,3,0,0,2,0,0,0,6,0,3,0,0,1,0,1,2,168,0,1,0,13,0,0,0,18,0,2,1,3
Axilla.10,61,0,0,0,1,0,3,0,236,0,0,3,0,0,10,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,3,0,1,0,1,0,0,1,0
Axilla.11,189,0,0,0,2,0,3,0,424,0,0,29,0,0,17,0,0,0,5,2,1,4,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,38,0,3,0,14,0,1,0,16,0,0,3,8
Volear Forearm.10,97,0,0,0,10,0,1,0,539,0,0,2,0,0,21,0,0,0,16,1,0,3,0,0,1,1,2,0,3,0,4,0,0,0,0,2,0,140,0,0,0,1,0,0,0,6,0,0,2,0
Volear Forearm.11,100,0,0,0,10,0,0,0,249,0,0,4,0,0,13,0,0,0,20,0,0,5,0,0,0,0,1,0,3,0,9,2,0,0,0,0,0,241,0,0,3,8,0,1,0,2,0,0,0,0
Plantar Foot.18,8,0,0,4,385,0,0,0,440,0,0,1,0,0,0,0,0,3,1,0,0,0,15,0,1,0,0,0,0,0,1,0,0,1,1,0,0,11,0,0,0,0,0,0,0,3,0,1,0,0
Plantar Foot.19,3,0,0,0,551,0,0,0,523,0,0,1,0,0,2,0,0,6,6,0,0,0,28,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0
Forehead.9,372,0,0,0,0,0,9,0,1159,0,0,1,0,0,11,0,1,0,32,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,267,0,0,0,2,0,0,0,5,0,0,0,1
Palmar Index Finger.10,145,0,0,0,0,0,3,0,442,0,0,0,1,0,13,0,2,0,7,0,4,6,0,0,1,0,0,0,0,0,3,0,0,6,0,0,1,59,0,2,0,6,0,1,0,7,0,1,3,5
Palmar Index Finger.11,146,0,0,0,1,0,4,0,1383,0,0,2,0,1,21,0,3,0,5,0,2,3,2,0,1,0,0,0,0,0,5,0,0,0,0,2,0,80,0,0,0,17,0,0,0,8,0,1,0,3
Popliteal Fossa.14,48,0,0,0,6,0,4,0,50,0,0,1,2,0,5,0,0,0,57,0,3,0,0,0,5,1,0,0,17,0,0,0,0,0,0,0,0,93,0,0,7,0,0,0,1,0,0,0,0,0
Popliteal Fossa.15,126,0,0,0,38,0,1,0,88,2,1,4,0,0,3,0,0,0,84,0,3,5,4,0,18,0,3,0,20,0,0,5,1,0,2,0,0,93,0,0,8,1,0,2,0,8,0,0,0,0
Labia Minora.5,0,2,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,131,0,1,0,0,0,12,17,19,0,129,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,0,1,0,0,1,0
Umbilicus.4,92,0,0,0,0,0,2,14,368,0,0,0,0,0,7,0,0,0,81,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,7,0,0,0,0,0,0,0,20,0,0,0,0
External Nose.5,695,0,0,0,0,0,11,0,1072,0,0,4,0,0,12,0,0,0,10,1,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,36,0,1,0,1,0,2,0,1,0,0,0,0
Pinna.9,597,0,0,0,0,0,11,0,215,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0
