Barrett's Esophagus.18,2857,0,0,0,0,0,369,0,0,0,0,0,57,0,0,0,0,0,2155,0,0,0,0,0,0,65,0,0,0,2,0,628,0,0,0,0,0,0,0,445,0,0,0,0,0,0,1,112,0,0
Barrett's Esophagus.19,2654,0,0,0,0,0,370,0,1,0,0,0,31,0,0,0,0,0,2069,0,0,0,0,0,0,82,0,0,0,1,0,133,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,103,0,0
Normal.4,27375,1,0,0,0,0,47,0,0,0,0,0,970,0,0,0,0,0,57,1,0,0,0,0,0,206,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,670,0,0
Normal.5,452,0,0,0,0,0,18,0,0,3,0,0,38,0,0,97,0,0,1,0,3,0,0,9,0,341,0,0,0,0,0,0,0,0,0,202,0,0,0,2,0,0,0,0,0,59,0,0,0,0
Normal.6,9173,0,0,0,0,0,243,0,1,0,0,0,754,0,0,0,0,0,438,0,0,0,0,0,2,115,0,0,1,0,0,118,1,0,0,0,0,0,0,253,0,1,0,0,0,0,0,287,0,0
Normal.7,18298,0,1,0,0,0,223,1,0,0,0,0,777,0,0,0,2,0,110,0,0,0,0,0,0,243,0,0,0,0,0,37,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,554,0,0
Reflux Esophagitis.12,13069,0,0,0,1,0,231,0,0,0,2,13,1378,0,0,0,0,1,1159,0,0,0,6,0,0,423,1,0,0,0,0,53,0,0,15,0,0,4,0,420,0,0,0,5,0,0,0,455,1,2
Reflux Esophagitis.13,346,0,0,0,0,1,274,0,0,1,0,0,60,0,0,205,0,0,41,0,0,0,0,16,0,209,0,0,0,0,0,48,0,0,0,58,0,0,97,2,0,0,1,0,0,133,0,0,0,0
Reflux Esophagitis.14,4690,0,0,0,2,0,16,0,0,0,0,9,617,0,0,0,0,7,1809,0,0,0,11,0,0,259,0,0,0,0,0,71,0,0,15,0,0,7,0,269,1,0,0,3,1,0,0,132,0,2
Reflux Esophagitis.15,5198,0,0,0,1,0,83,0,0,0,0,7,554,0,0,0,0,0,1039,0,0,0,10,0,0,420,0,0,0,0,0,40,0,0,22,0,0,4,0,751,0,0,0,12,1,0,0,139,1,0
Barrett's Esophagus.20,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Barrett's Esophagus.21,122,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,4,0,0,62,0,0,0,0,0,0,33,0,0,0,0
Barrett's Esophagus.22,4814,0,0,0,0,0,14,1,0,0,0,0,43,0,0,0,0,0,1079,0,0,0,0,0,0,56,0,0,0,0,0,6,0,0,2,0,0,0,0,75,0,0,0,0,0,0,0,220,0,7
Barrett's Esophagus.23,789,0,0,0,0,0,18,0,0,0,0,0,36,0,0,0,0,0,342,0,0,0,1,0,0,49,0,0,0,0,0,6,0,0,2,0,0,1,0,437,0,0,3,0,0,1,0,46,0,0
Barrett's Esophagus.24,11770,0,0,0,0,0,211,0,0,0,0,0,4118,0,0,0,0,0,3187,0,0,2,0,0,0,25,0,0,0,0,0,234,0,0,0,0,3,0,0,69,0,0,0,0,0,0,0,509,0,0
Barrett's Esophagus.25,454,0,0,0,0,0,9,0,0,1,0,0,38,0,0,184,0,0,347,0,0,0,0,12,0,68,0,0,0,0,0,5,0,0,0,205,0,0,2,3,0,0,0,0,0,31,0,0,0,0
Barrett's Esophagus.26,14380,0,0,0,0,0,52,0,0,0,0,0,3571,0,0,0,0,0,8821,0,0,0,0,0,0,54,0,0,0,0,4,133,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,484,0,0
Barrett's Esophagus.27,7662,0,0,0,0,0,280,0,0,0,0,0,1439,0,0,0,0,0,3337,0,0,0,0,0,0,28,0,0,0,0,0,553,0,1,0,0,0,2,0,174,0,1,0,0,0,1,0,308,1,0
Barrett's Esophagus.28,3841,0,0,0,0,0,333,0,0,0,0,0,144,0,0,0,0,0,1038,0,0,5,0,0,0,11,0,0,0,5,0,1233,1,0,0,0,0,0,0,540,0,0,0,0,0,0,0,133,0,0
Barrett's Esophagus.29,418,0,0,0,0,0,4,0,0,0,0,0,48,0,0,2,0,0,139,0,0,0,0,92,0,55,0,0,0,0,0,92,0,0,0,0,0,0,24,1,0,0,0,0,0,24,0,0,0,0
Barrett's Esophagus.30,10315,0,0,0,0,0,116,0,0,0,0,0,183,0,0,0,0,0,11113,0,0,0,0,0,0,18,0,0,0,0,0,958,0,0,0,0,0,0,0,746,1,0,0,0,0,0,0,403,0,0
Barrett's Esophagus.31,4861,0,0,0,0,0,506,0,0,0,0,0,216,0,0,0,0,0,2515,0,0,0,0,0,0,6,0,0,0,0,0,1566,1,0,0,0,0,0,0,1371,0,0,0,0,0,1,0,145,0,0
Normal.8,7788,0,0,0,0,3,163,0,1,0,0,0,950,0,0,1,0,0,976,0,0,0,0,0,2,374,0,2,0,0,1,423,0,1,0,0,0,0,0,396,0,0,1,5,0,0,0,277,0,0
Normal.9,295,0,0,0,0,0,49,0,0,1,0,0,78,0,0,623,0,0,67,0,0,0,0,0,0,384,0,10,0,0,0,1224,0,1,0,0,0,0,93,2,0,0,0,0,0,0,0,0,0,0
Normal.10,18738,0,0,0,1,0,14,0,0,0,0,0,1809,0,1,0,0,0,142,1,0,0,0,0,0,487,0,0,0,0,2,192,1,0,0,0,1,0,0,69,0,2,0,2,0,0,2,541,0,0
Normal.11,10082,0,0,0,0,0,207,1,0,0,1,0,1310,0,1,0,0,0,3812,1,0,0,0,0,0,297,1,7,0,0,0,692,0,0,0,0,1,0,5,2156,0,0,0,15,0,0,0,327,0,0
Barrett's Esophagus.32,15045,0,0,0,0,0,892,0,0,0,0,0,516,0,0,0,0,0,577,1,0,0,0,0,0,22,0,0,0,0,1,346,0,0,0,0,0,0,0,425,0,0,0,0,0,0,2,417,0,0
Barrett's Esophagus.33,216,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,14,0,0,0,0
Barrett's Esophagus.34,4182,0,0,0,0,0,50,0,0,0,0,0,16,0,0,0,0,0,56,0,0,0,0,0,0,6,0,0,0,0,0,94,0,1,0,0,0,0,0,147,0,0,0,0,0,0,0,122,0,0
Barrett's Esophagus.35,5360,0,0,0,0,0,328,0,0,0,0,0,130,0,0,0,0,0,570,0,0,0,0,0,0,9,0,0,0,0,0,336,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,166,0,0
Normal.12,8672,1,0,0,2,0,1194,0,0,0,1,0,2136,0,1,0,1,0,2799,0,0,0,0,0,0,324,0,0,1,0,0,941,0,1,0,0,0,3,0,4011,0,1,0,0,0,0,1,314,0,1
Normal.13,944,0,0,0,0,0,42,0,0,3,0,0,102,0,0,9,0,0,8,0,37,0,0,91,0,262,0,0,0,0,0,0,0,1,0,465,0,0,0,6,0,0,0,0,0,53,0,2,0,0
Normal.14,27782,0,1,0,0,0,303,1,1,0,0,0,3207,0,0,0,0,0,335,0,0,0,0,0,0,226,0,1,0,0,1,679,1,0,0,0,0,0,0,72,0,1,0,0,0,0,6,828,0,0
Normal.15,155,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,4,86,0,0,0,0,0,4,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Normal.16,3695,0,2,0,0,0,1923,0,0,0,0,0,258,0,0,0,0,0,432,0,1,1,0,0,0,155,1,0,0,3,0,391,0,0,0,0,0,13,0,988,0,0,0,0,1,0,0,128,0,0
Normal.17,508,0,0,0,0,0,27,0,0,3,0,0,57,0,0,7,0,0,0,0,8,0,0,25,0,215,0,0,0,0,0,0,0,0,0,172,0,0,28,1,0,0,0,0,0,30,0,1,0,0
Normal.18,9161,0,0,0,0,0,361,0,1,0,0,0,2377,0,1,0,0,0,1350,0,0,0,0,0,0,130,0,0,0,0,2,173,0,0,0,0,1,0,0,1809,0,0,0,0,0,0,3,303,0,0
Normal.19,1890,0,0,0,0,0,1379,0,0,0,0,0,74,0,1,0,0,0,183,0,0,0,0,0,0,45,0,0,1,1,0,197,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,73,0,0
Barrett's Esophagus.36,3305,0,0,0,0,0,13,0,0,0,0,0,156,0,0,0,0,0,392,0,0,0,0,0,0,40,0,0,0,0,0,46,0,0,0,1,0,0,0,57,0,0,0,0,1,0,0,141,1,0
Barrett's Esophagus.37,165,0,0,0,0,0,3,0,0,1,0,0,6,0,0,1,0,0,2,0,2,0,0,2,0,179,0,0,0,0,0,0,0,0,0,96,0,0,8,0,0,0,0,0,0,2,0,0,0,0
Barrett's Esophagus.38,1154,0,0,0,0,0,6,0,0,0,0,0,109,0,0,0,0,1,3050,0,0,0,0,0,0,58,0,0,0,0,0,115,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,0,0
Barrett's Esophagus.39,1573,0,0,0,0,0,10,0,0,0,1,0,69,0,0,0,0,0,222,0,0,0,0,0,0,53,0,1,0,0,0,57,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,80,0,0
Barrett's Esophagus.40,1283,0,0,0,0,0,269,0,0,0,0,0,111,0,0,0,0,0,744,0,0,0,0,0,0,63,0,0,0,0,0,331,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,58,0,0
Barrett's Esophagus.41,48,0,0,0,0,0,20,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Barrett's Esophagus.42,3430,0,0,0,1,0,60,0,0,0,0,0,324,0,0,0,0,0,2411,0,0,0,0,0,0,74,0,0,0,0,0,86,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,220,0,0
Barrett's Esophagus.43,6007,0,0,0,0,0,116,0,0,0,0,0,160,0,0,0,0,0,313,0,0,0,0,0,1,133,0,0,0,0,0,135,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,339,0,0
Barrett's Esophagus.44,4017,0,0,0,0,0,2414,0,0,0,0,0,840,0,0,0,0,0,2406,0,0,0,0,0,0,12,0,0,0,5,0,984,0,0,0,0,0,1,0,1226,0,0,0,0,1,0,1,148,0,0
Barrett's Esophagus.45,625,0,0,0,0,0,19,0,0,1,0,0,34,0,0,0,0,0,34,0,2,0,0,258,0,64,0,0,0,0,0,8,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,2,0,0
Barrett's Esophagus.46,11990,0,0,0,0,0,75,1,0,0,0,0,1325,0,0,0,0,0,10882,0,0,0,0,0,0,12,0,1,0,0,0,740,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,425,1,0
Barrett's Esophagus.47,3264,0,0,0,0,0,1229,0,0,0,0,0,507,0,0,0,0,0,2598,0,0,0,0,0,0,12,0,0,0,1,0,1083,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,104,0,0
Barrett's Esophagus.48,16070,0,0,0,0,0,489,0,0,0,0,0,1127,0,0,0,0,0,4,0,0,0,0,0,0,39,0,1,0,0,1,410,0,0,0,0,0,0,1,1095,0,0,0,0,0,0,0,518,0,0
Barrett's Esophagus.49,198,0,0,0,0,0,196,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,234,0,25,0,0,0,0,0,6,0,0,0,0,0,0,164,8,0,0,0,0,0,84,0,2,0,0
Barrett's Esophagus.50,12967,1,0,0,0,0,339,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1054,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,374,0,0
Barrett's Esophagus.51,10797,0,0,0,0,0,966,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,444,0,0,0,0,0,0,0,1703,0,0,0,0,0,0,0,304,0,0
Normal.20,10587,1,0,0,0,0,495,1,0,0,0,0,353,0,0,0,1,0,109,0,0,0,0,0,0,77,0,0,0,0,0,347,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,357,0,0
Normal.21,253,0,0,0,0,0,8,0,0,2,0,0,31,0,0,0,1,0,17,0,0,0,0,7,0,113,0,0,0,0,0,14,0,0,0,0,0,0,283,0,0,0,0,0,0,131,0,0,0,0
Normal.22,11806,0,0,0,0,0,822,0,0,0,0,0,1529,0,0,0,0,0,47,0,0,0,0,0,0,148,0,0,0,0,2,16,1,0,0,0,1,0,0,19,0,0,0,0,0,0,6,411,0,0
Normal.23,1892,1,0,0,0,2,381,0,1,0,0,0,179,0,0,0,0,0,104,0,0,0,0,0,5,95,0,0,0,0,0,55,0,1,0,0,0,0,0,160,0,0,0,0,0,0,0,77,0,0
Esophageal Adenocarcinoma.8,3931,0,0,0,0,0,152,0,0,0,0,1,396,0,0,0,0,0,1193,0,0,0,0,0,0,10,0,0,0,0,0,1270,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,102,0,0
Esophageal Adenocarcinoma.9,262,0,0,0,0,0,1,0,0,3,0,0,13,0,0,32,0,0,2,0,3,0,0,14,0,44,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,25,0,0,0,0
Esophageal Adenocarcinoma.10,2003,0,0,0,0,0,34,0,0,0,0,0,21,0,0,0,0,0,69,0,0,0,0,0,0,2,0,1,0,0,0,1561,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,46,0,0
Esophageal Adenocarcinoma.11,88,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Normal.24,11158,0,0,0,1,0,2149,1,0,0,0,0,121,0,1,0,1,0,314,1,0,0,0,0,0,239,0,0,1,0,0,217,0,0,7,0,0,0,0,224,0,1,0,0,0,0,0,460,0,0
Normal.25,209,0,0,0,0,0,11,0,0,3,0,0,7,0,0,55,0,0,0,0,3,0,0,1,0,321,0,0,0,0,0,0,0,0,0,100,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Normal.26,19825,1,0,0,3,0,35,1,1,0,1,10,125,0,0,0,0,0,2825,1,0,0,0,0,0,336,0,0,0,0,0,149,0,0,0,0,0,0,0,32,0,0,0,5,0,0,0,816,0,0
Normal.27,7504,0,1,0,0,2,2726,0,0,0,0,0,213,0,0,0,0,0,62,0,0,0,0,0,2,390,0,0,1,0,0,144,0,0,2,0,0,2,0,452,0,0,0,2,0,0,0,287,0,0
Barrett's Esophagus.52,5625,0,0,0,0,0,271,0,0,0,0,28,298,0,0,0,0,0,1233,0,0,0,0,0,0,21,0,0,0,0,0,896,0,0,0,0,0,2,0,1596,0,0,0,0,0,0,0,164,1,0
Barrett's Esophagus.53,204,0,0,0,0,0,809,0,0,1,0,0,8,0,0,3,0,0,1,0,6,0,0,2,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,72,0,0,0,0
Barrett's Esophagus.54,142,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0
Barrett's Esophagus.55,5441,0,0,0,0,0,248,0,0,0,0,64,402,0,0,0,0,0,1578,0,0,0,0,0,0,14,0,0,0,0,0,1226,0,0,0,0,0,1,0,2564,2,0,0,0,0,0,0,144,3,0
Barrett's Esophagus.56,2410,0,0,1,0,0,17647,0,0,0,0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,433,0,0,2,0,0,42,0,0,0,0,0,0,0,488,0,0,0,0,1,0,2,79,0,0
Barrett's Esophagus.57,336,0,0,0,0,0,17,0,0,1,0,0,27,0,0,4,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,1,0,6,0,0
Barrett's Esophagus.58,6139,0,0,0,0,0,1095,0,1,0,0,0,401,1,4,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,261,0,0,0,0,0,0,0,872,0,0,0,0,0,0,1,223,0,0
Barrett's Esophagus.59,3785,0,0,0,0,0,30048,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,7,0,0,121,0,0,0,0,0,0,0,631,0,1,0,0,2,0,0,130,0,0
Barrett's Esophagus.60,10627,0,0,0,0,0,14722,0,0,0,1,0,180,5,0,0,1,0,0,0,0,0,0,0,0,350,0,0,3,0,0,241,0,0,0,0,0,0,0,367,1,0,0,0,4,0,0,529,0,0
Barrett's Esophagus.61,417,0,0,0,0,0,103,0,0,2,0,0,38,0,0,3,0,0,0,0,0,0,0,7,0,131,0,0,0,0,0,2,0,0,0,9,0,0,9,1,0,0,0,0,0,13,0,0,0,0
Barrett's Esophagus.62,14568,0,0,0,0,0,1307,0,1,0,0,0,438,0,0,0,0,0,2,0,0,0,0,0,0,89,0,0,0,0,1,374,0,0,0,0,0,0,0,1883,0,0,0,0,0,0,0,482,0,0
Barrett's Esophagus.63,9377,0,0,0,0,0,11695,0,0,0,0,0,447,0,0,0,0,0,33,0,0,0,0,0,0,94,0,0,7,0,0,5270,0,0,0,0,0,0,0,1953,1,0,0,0,1,0,0,313,0,0
Barrett's Esophagus.64,27883,0,1,1,0,0,15,0,1,0,0,0,445,0,0,0,0,0,126,0,0,0,0,0,0,504,0,0,0,0,0,34,0,0,4,0,2,0,0,84,0,0,0,0,0,0,0,1177,0,21
Barrett's Esophagus.65,530,0,0,0,0,0,0,0,0,1,0,0,38,0,0,273,0,0,101,0,0,0,0,0,0,208,0,0,0,0,0,144,0,0,0,133,0,0,513,3,0,0,0,0,0,72,0,6,0,0
