,OTU_1,OTU_499,OTU_4427,OTU_7494,OTU_6028,OTU_1526,OTU_6777,OTU_1906,OTU_5948,OTU_8405,OTU_202,OTU_6187,OTU_1733,OTU_3719,OTU_6395,OTU_4515,OTU_2979,OTU_1216,OTU_3520,OTU_2472,OTU_1264,OTU_6235,OTU_1494,OTU_16,OTU_2081,OTU_1714,OTU_5614,OTU_4123,OTU_5497,OTU_7036,OTU_6391,OTU_6033,OTU_2974,OTU_1732,OTU_5735,OTU_7793,OTU_4763,OTU_3111,OTU_2550,OTU_1167,OTU_253,OTU_4888,OTU_2311,OTU_2446,OTU_6029,OTU_4168,OTU_5034,OTU_7403,OTU_2912,OTU_2321
LD.1,0.02665259104388587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239194495033914e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239194495033914e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239194495033914e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1195972475169565e-06
HD.70,0.0011361454177589545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.534074124495639e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1068148248991275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.89,0.0004703599179277498,0.0,0.0,0.0,3.0863511675049195e-07,0.0,3.0863511675049195e-07,0.0,0.0,0.0,0.0,2.777716050754428e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5123120720774108e-05,0.0,0.0,0.0,0.0,9.259053502514759e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8826742121780013e-05,0.0,0.0,3.0863511675049195e-07,0.0,0.0,0.0
LD.74,0.056535122597807526,0.0,0.0,0.0,0.0,0.0,1.8310615048066284e-07,0.0,0.0,0.0,0.0,0.0,9.15530752403314e-07,0.0,0.0,0.0,0.0,0.0,1.8310615048066284e-07,0.0,9.15530752403314e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8310615048066284e-07,0.0,0.0,0.0,9.15530752403314e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.335472806630933e-05,0.0,0.0,7.324246019226513e-07,0.0,0.0
LD.83,0.003071511962199262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.693127542480721e-07,0.0,0.0,0.0,0.0,3.5010658052249366e-06,0.0,0.0,0.0,0.0,2.693127542480721e-07,2.693127542480721e-07,0.0,1.8851892797365044e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0772510169922883e-06,0.0,0.0,0.0,0.0
LD.97,0.017024707188828692,0.0,0.0,0.0,0.0,9.816613391087742e-07,0.0,4.908306695543871e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.681230021657903e-06,0.0,0.0,4.908306695543871e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4358146868807096e-06,0.0,0.0,0.0,4.859223628588432e-05,0.0,0.0,0.0,0.0,0.0,2.4541533477719354e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.75,0.036089388297588884,0.0,0.0,0.0,0.0,0.0,0.0,9.868523633337768e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.947409453335107e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0460635051338034e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9737047266675532e-07,0.0,0.0,0.0,0.0,0.0,3.947409453335107e-07,0.0,0.0,0.0,1.9737047266675532e-07
HD.20,0.02419617620677697,0.0,0.0,0.0,0.0,7.749099651484243e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.5885654285542698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5184573867323793e-06,0.0,0.0,0.0,0.0,0.0,3.8745498257421217e-07,0.0,0.0,0.0,1.6660564250691126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.749099651484243e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.78,0.0028686371631275282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.691999602941356e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1153332671568928e-06,0.0,0.0,0.0,0.0,1.1153332671568928e-06,0.0,0.0,2.230666534313785e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014443565809681765,0.0,3.345999801470678e-06,0.0,0.0,0.0,0.0,0.0
HD.77,0.046806425450941984,0.0,0.0,0.0,0.0,0.0,0.0,4.3673710217071436e-07,0.0,0.0,8.734742043414287e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.3673710217071436e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.734742043414287e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.114319430390001e-06,0.0,0.0,1.3102113065121431e-06,0.0,0.0,0.0,1.7469484086828574e-06
HD.9,0.02261065716984285,0.0,0.0,0.0,0.0,1.549630400235957e-06,0.0,0.0,0.0,2.582717333726595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.840989067099255e-06,0.0,0.0,5.940249867571169e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.807902133608617e-06,5.16543466745319e-07,0.0,2.582717333726595e-07,0.0,0.0,2.582717333726595e-07,0.0,0.0,0.0,0.0,5.16543466745319e-07,0.0,1.5238032268986911e-05
HD.56,0.006666471395797441,0.0,0.0,1.1411933915773078e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.0541481048391542e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.945171363501668e-06,0.0,0.0,0.0,1.5215911887697441e-06,0.0,0.0,0.0,0.0,7.607955943848721e-07,0.0,3.8039779719243603e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8039779719243603e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.8039779719243603e-07,0.0,3.8039779719243603e-07
LD.7,0.003056744289445896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.087620494389793e-06,0.0,0.0
LD.9,0.006707387588179018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.54,0.005705827446720479,0.0,0.0,0.0,1.5652416185224432e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217472061741477e-07,0.0,0.0,5.217472061741477e-07,0.0,0.0,0.0,0.0,5.217472061741477e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.217472061741477e-07,0.0,0.0,0.0,0.0,0.0,5.217472061741477e-07,0.0,0.0,0.0,5.217472061741477e-07,0.0,0.0,0.0,0.0,0.0,5.217472061741477e-07,0.0,0.0,5.217472061741477e-07,0.0,0.0
LD.43,0.01838160937502348,0.0,9.015601498392969e-07,0.0,0.0,0.0,9.015601498392969e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.0052004994643233e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0052004994643233e-07,0.0,1.5026002497321616e-07,0.0,0.0,0.0,0.0,3.0052004994643233e-07,0.0,0.0,0.0,0.0,0.0,6.010400998928647e-07,0.0,0.0,0.0,3.0052004994643233e-07,0.0,0.0,9.015601498392969e-07,0.0,0.0,0.0,0.0,9.015601498392969e-07,0.0,0.0,0.0
LD.15,0.01068462019732306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648799127145651e-07,2.6595196508582604e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648799127145651e-07,0.0,0.0,1.994639738143695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.654159389001954e-06,6.648799127145651e-07,0.0,0.0,0.0,0.0,0.0
LD.41,0.0032225593760918337,0.0,0.0,2.8085753669965435e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8085753669965435e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4042876834982715e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8085753669965435e-07,2.8085753669965435e-07,0.0
LD.76,0.013497993316306928,0.0,6.060657484366534e-07,0.0,0.0,0.0,3.030328742183267e-07,0.0,0.0,0.0,0.0,1.2121314968733068e-06,0.0,0.0,3.030328742183267e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.030328742183267e-07,3.030328742183267e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2121314968733068e-06,6.060657484366534e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.030328742183267e-07,0.0,0.0,0.0
HD.26,0.04236425566018834,0.0,0.0,1.4143104647188468e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71436821572949e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71436821572949e-07,0.0,0.0,0.0,0.0,0.0,8.95729960988603e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71436821572949e-07,0.0,0.0,0.0,0.0,1.885747286291796e-06,0.0,0.0
LD.39,0.004441722900427705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8441588656129253e-07,0.0,0.0,2.8441588656129253e-07,0.0,2.5597429790516317e-06,5.688317731225851e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.688317731225851e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.532476596838774e-07,0.0,0.0,0.0,0.0,0.0,8.532476596838774e-07,0.0,0.0,0.0,0.0,0.0,0.0
LD.90,0.00349556402377487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3406979060907365e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3406979060907365e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD.72,0.018938377591679968,0.0,0.0,1.1794100944530577e-06,0.0,5.897050472265286e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.887056151124892e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.897050472265286e-07,0.0,0.0,5.897050472265286e-07,0.0,1.356321608621016e-05,0.0,0.0,0.0,0.0,1.1794100944530577e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.897050472265286e-07,0.0,0.0,0.0,0.0,1.1794100944530577e-06,0.0,0.0
LD.42,0.001960920392243142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921988936353267e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921988936353267e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921988936353267e-07,0.0,0.0,0.0,0.0,0.0
HD.66,0.0051516583350339215,9.978999196191614e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.989499598095807e-07,0.0,4.989499598095807e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.989499598095807e-07,0.0,4.989499598095807e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.989499598095807e-07,0.0,1.9957998392383233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LD.92,0.0003363537504536247,0.0,6.246123499603057e-07,0.0,0.0,0.0,6.246123499603057e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.369185249404587e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1230617498015287e-07,0.0,0.0,0.0,3.1230617498015287e-07,2.498449399841224e-06,0.0,0.0,1.5615308749007647e-06,0.0,6.246123499603057e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1230617498015287e-07,0.0,5.621511149642753e-06,0.0
HD.69,0.016358776821221242,0.0,0.0,0.0,0.0,5.724455618581812e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.1520100567236304e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.5760050283618155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0071189330072685e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.636809051051268e-05,0.0,0.0,0.0,5.724455618581812e-07,0.0,0.0
HD.27,0.01843822879315026,0.0,0.0,0.0,0.0,2.53769105641541e-06,0.0,0.0,0.0,0.0,0.0002867590893749413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.903268292311557e-06,0.0,0.0,0.0,0.0,0.0,9.516341461557788e-06,0.0,6.344227641038525e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53769105641541e-06,0.0,0.0,0.0,0.0,0.0,3.806536584623114e-06,0.0,1.903268292311557e-06,0.0,0.0,0.0,0.0,0.0,0.0
LD.52,0.0069094473973867745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.282397813485404e-06,0.0,0.0,3.647108681650448e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.294217363300896e-07,0.0,0.0,7.294217363300896e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4588434726601792e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.552976077155313e-06,0.0,0.0,0.0,0.0,0.0
HD.46,0.0031634397583272357,0.0,0.0,0.0,0.0,0.0,0.0,3.6546207928919093e-07,0.0,3.6546207928919093e-07,0.0,0.0,0.0,0.0,3.654620792891909e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6546207928919093e-07,0.0,3.6546207928919093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6546207928919093e-07,0.0,0.0,0.0,0.0,1.8638566043748735e-05
LD.8,0.00030712014876132214,0.0,0.0,0.0,0.0,0.0,4.798752324395656e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.798752324395656e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4396256973186969e-06,0.0,0.0,0.0,0.0,9.597504648791315e-07,0.0,0.0,0.0
HD.2,0.0051751666960266575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2493612640537522e-06,0.0,0.0,0.0,0.0,0.0,3.1234031601343806e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.498722528107505e-06,0.0,0.0,0.0,0.0,0.0,3.1234031601343806e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.246806320268761e-07
HD.61,0.028783228735863045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.349288318854487e-07,0.0,0.0,1.0582147198090812e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2698576637708971e-06,0.0,2.1164294396181625e-07,0.0,0.0,0.0,6.349288318854487e-07,0.0,0.0,6.349288318854487e-07,0.0,0.0,0.0,0.0,0.0,6.349288318854487e-07,0.0,0.0,1.9047864956563457e-06,0.0,0.0,0.0,0.0
HD.30,0.01396724958022665,0.0,0.0,7.362292009115498e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362292009115498e-07,2.454097336371833e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.086072065059102e-05,0.0,0.0,0.0,0.0,0.0,2.454097336371833e-07,0.0,0.0,0.0,5.644423873655217e-06
HD.5,0.0519389618762205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681843016867276e-07,0.0007392630123633429,0.0,0.0,0.0,0.0,0.0,0.0,9.363686033734552e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681843016867276e-07,0.0,4.681843016867276e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681843016867276e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681843016867276e-07,0.0,0.0
LD.14,0.02716123615107072,0.0,0.0,0.0,0.0,0.0,0.0,3.6843282309071664e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6843282309071664e-07,0.0,1.10529846927215e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6843282309071678e-06,0.0,0.0,1.10529846927215e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6843282309071664e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.6843282309071664e-07,0.0,0.0
LD.44,0.003910603959532265,0.0,1.5251965520796664e-06,0.0,9.151179312478001e-07,0.0,0.0,0.0,5.4907075874867995e-06,0.0,0.0,0.0,0.0,9.151179312478001e-07,0.0,0.0,0.0,0.0,3.6604717249912004e-06,0.0,0.0,2.135275172911533e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.050393104159333e-07,0.0,0.0,0.0,0.0,0.0,6.100786208318668e-07,0.0,0.0,0.0,6.100786208318668e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.100786208318668e-07,0.0,0.0,0.0
