Subject3_Left.16,341,0,0,0,0,3,0,1,0,0,0,2,1,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
Subject9_Left,877,0,0,2,0,0,0,58,0,14,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,14,0,0,0,4,0,1,0,5,0,0,0,0,0,1,0
Subject9_Left.1,869,0,0,6,0,0,0,37,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Subject9_Left.2,964,0,0,6,0,0,0,73,0,1,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,1,0,0,0,0,2,4,0,0,13,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0
Subject9_Left.3,798,0,0,9,0,0,0,26,0,2,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subject9_Right,707,0,0,10,0,0,0,49,0,2,0,0,1,4,1,0,5,0,2,0,0,0,0,1,0,5,0,0,0,0,1,3,0,0,16,0,0,0,1,0,0,1,2,0,0,7,0,0,1,0
Subject9_Left.4,706,0,0,14,0,0,0,47,0,3,0,0,0,5,1,0,0,0,4,0,0,0,4,0,0,1,0,0,0,0,8,3,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Subject9_Left.5,1092,0,0,24,0,0,0,56,0,0,0,0,0,0,2,0,3,0,8,0,0,0,4,0,1,4,0,0,0,7,3,4,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
Subject9_Right.1,1002,0,0,6,0,0,0,80,0,6,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
Subject9_Left.6,207,0,0,3,0,0,0,15,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,363,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Subject9_Right.2,1605,1,0,10,0,1,0,103,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,6,0,0,0,0,6,3,0,0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0
Subject9_Right.3,321,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,2,1,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Subject9_Left.7,1159,0,0,2,0,0,0,51,0,6,0,0,0,0,4,2,16,0,1,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,40,0,0,0,5,0,0,0,1,0,0,0,0,0,4,0
Subject9_Right.4,1767,0,0,5,0,0,0,46,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,8,0,0,0,0,2,1,0,0,27,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Subject9_Right.5,964,0,0,8,0,0,0,60,0,0,0,0,0,4,4,0,1,0,14,0,0,0,1,0,1,5,0,0,0,0,4,1,0,0,7,0,0,1,1,0,0,0,2,0,0,1,0,0,3,0
Subject9_Right.6,858,0,0,3,0,0,0,46,0,1,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0
Subject9_Right.7,677,0,0,1,0,0,0,51,0,1,0,0,0,1,1,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
Subject9_Left.8,1043,0,0,3,0,0,0,47,0,26,0,0,0,0,1,0,13,0,6,0,0,0,0,0,1,5,0,0,0,0,1,13,0,0,62,0,0,0,1,0,0,0,2,0,0,4,0,0,14,1
Subject9_Right.8,736,0,0,3,0,0,0,41,0,7,0,0,1,5,0,0,5,0,0,0,0,0,0,1,1,8,0,0,0,0,1,11,0,0,27,0,0,0,2,0,0,0,0,0,0,22,0,0,3,1
Subject9_Right.9,951,0,0,0,0,0,0,71,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,8,0,0,7,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0
Subject9_Left.9,529,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
Subject9_Left.10,1469,0,0,1,0,0,0,54,0,9,0,0,0,0,4,0,20,0,16,0,0,0,0,1,3,9,0,0,0,0,1,3,0,0,37,0,0,0,1,0,0,0,2,0,0,1,0,0,7,0
Subject9_Right.10,889,1,0,3,0,0,0,42,0,5,0,0,0,0,0,0,1,0,6,0,0,0,0,1,2,7,0,0,0,0,1,8,0,0,31,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0
Subject9_Left.11,625,0,0,1,0,0,0,30,0,7,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subject9_Left.12,716,0,0,35,0,0,0,50,0,4,0,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,5,2,0,0,66,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
Subject9_Right.11,1054,1,0,9,0,0,0,127,0,3,0,0,0,1,4,0,7,0,7,0,0,1,0,1,2,14,0,0,0,0,13,5,0,0,34,0,0,0,5,0,0,0,0,0,0,1,0,0,3,1
Subject9_Left.13,1101,0,0,25,0,0,0,56,0,2,0,0,0,1,0,0,2,1,5,0,0,0,0,0,0,12,0,3,0,3,5,2,0,0,59,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Subject9_Left.14,988,0,0,5,1,0,0,35,0,2,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,21,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0
Subject9_Left.15,731,0,0,6,0,0,0,43,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
Subject9_Right.12,623,0,0,3,0,0,0,36,0,3,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,5,0,0,4,0,0,2,0,0,10,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
