#SampleID,OTU_1,OTU_3,OTU_6,OTU_7,OTU_8,OTU_10,OTU_11,OTU_12,OTU_13,OTU_14,OTU_15,OTU_17,OTU_18,OTU_19,OTU_21,OTU_26,OTU_28,OTU_29,OTU_30,OTU_31,OTU_32,OTU_33,OTU_34,OTU_35,OTU_36,OTU_37,OTU_39,OTU_40,OTU_41,OTU_42,OTU_45,OTU_47,OTU_48,OTU_49,OTU_50,OTU_51,OTU_52,OTU_54,OTU_55,OTU_56,OTU_57,OTU_58,OTU_59,OTU_60,OTU_61,OTU_62,OTU_63,OTU_64,OTU_65,OTU_67,OTU_68,OTU_69,OTU_70,OTU_71,OTU_72,OTU_73,OTU_75,OTU_76,OTU_77,OTU_78,OTU_79,OTU_81,OTU_84,OTU_88,OTU_89,OTU_90,OTU_92,OTU_93,OTU_94,OTU_95,OTU_96,OTU_97,OTU_98,OTU_99,OTU_102,OTU_103,OTU_104,OTU_105,OTU_107,OTU_108
SKBTI.1178.1246304,0.037383177570093455,0.004672897196261682,0.03115264797507788,0.0,0.003115264797507788,0.0,0.001557632398753894,0.0,0.0,0.0763239875389408,0.04205607476635514,0.024922118380062305,0.1261682242990654,0.01557632398753894,0.001557632398753894,0.001557632398753894,0.001557632398753894,0.003115264797507788,0.02180685358255452,0.01557632398753894,0.0,0.004672897196261682,0.006230529595015576,0.0,0.0,0.001557632398753894,0.0,0.001557632398753894,0.0,0.0,0.001557632398753894,0.004672897196261682,0.006230529595015576,0.001557632398753894,0.0,0.001557632398753894,0.17757009345794392,0.004672897196261682,0.00778816199376947,0.0,0.004672897196261682,0.0,0.00778816199376947,0.02180685358255452,0.004672897196261682,0.0,0.001557632398753894,0.0,0.001557632398753894,0.0,0.04205607476635514,0.06542056074766353,0.001557632398753894,0.009345794392523364,0.0,0.0,0.0,0.0264797507788162,0.003115264797507788,0.003115264797507788,0.0,0.0,0.018691588785046728,0.0,0.01557632398753894,0.0,0.001557632398753894,0.0,0.00778816199376947,0.004672897196261682,0.0,0.001557632398753894,0.0,0.0,0.0,0.0,0.0,0.029595015576323987,0.001557632398753894,0.0
SKBTI.1122.1247240,0.00764525993883792,0.03363914373088685,0.20565749235474007,0.0,0.0,0.0007645259938837921,0.0,0.0,0.009174311926605505,0.0,0.0,0.0007645259938837921,0.1529051987767584,0.0,0.003058103975535168,0.0022935779816513767,0.0007645259938837921,0.0,0.0,0.0,0.003058103975535168,0.005351681957186544,0.001529051987767584,0.001529051987767584,0.00382262996941896,0.001529051987767584,0.0,0.0022935779816513767,0.012996941896024464,0.0007645259938837921,0.006116207951070336,0.0007645259938837921,0.005351681957186544,0.0,0.012232415902140671,0.0022935779816513767,0.09327217125382264,0.006880733944954129,0.0,0.0007645259938837921,0.0007645259938837921,0.0007645259938837921,0.013761467889908258,0.0007645259938837921,0.001529051987767584,0.00764525993883792,0.0007645259938837921,0.001529051987767584,0.001529051987767584,0.0,0.0007645259938837921,0.045871559633027525,0.0007645259938837921,0.0,0.0,0.0,0.0007645259938837921,0.05122324159021407,0.010703363914373088,0.0,0.001529051987767584,0.0022935779816513767,0.003058103975535168,0.0,0.08944954128440367,0.001529051987767584,0.0,0.0007645259938837921,0.013761467889908258,0.0,0.006116207951070336,0.008409785932721712,0.0007645259938837921,0.0,0.0,0.004587155963302753,0.08486238532110092,0.0,0.001529051987767584,0.005351681957186544
SKBTI.1236.1246678,0.07068062827225131,0.0,0.0,0.3926701570680629,0.0,0.0,0.0,0.0,0.0,0.0,0.0549738219895288,0.03403141361256545,0.0,0.0,0.0,0.0,0.0,0.002617801047120419,0.0,0.0,0.0,0.010471204188481676,0.0,0.005235602094240838,0.0,0.0,0.0,0.0,0.04973821989528796,0.0,0.0,0.0,0.002617801047120419,0.002617801047120419,0.028795811518324606,0.005235602094240838,0.01832460732984293,0.002617801047120419,0.005235602094240838,0.0,0.0,0.0,0.007853403141361256,0.0,0.002617801047120419,0.0,0.002617801047120419,0.0,0.0,0.0,0.0,0.04712041884816754,0.0,0.0,0.0,0.005235602094240838,0.0,0.010471204188481676,0.0,0.0,0.007853403141361256,0.0,0.0,0.0,0.0,0.01832460732984293,0.0,0.0,0.0,0.0,0.002617801047120419,0.0,0.0,0.002617801047120419,0.002617801047120419,0.0549738219895288,0.0,0.0,0.0,0.04712041884816754
SKBTI.1145.1246684,0.048109965635738834,0.006872852233676976,0.0,0.0,0.013745704467353952,0.006872852233676976,0.003436426116838488,0.0,0.003436426116838488,0.0,0.09965635738831616,0.054982817869415807,0.18213058419243985,0.006872852233676976,0.0,0.0,0.0,0.003436426116838488,0.003436426116838488,0.0,0.0,0.020618556701030927,0.0,0.003436426116838488,0.0,0.0,0.006872852233676976,0.006872852233676976,0.003436426116838488,0.006872852233676976,0.0,0.0,0.0,0.003436426116838488,0.003436426116838488,0.0,0.0,0.03780068728522337,0.013745704467353952,0.003436426116838488,0.027491408934707903,0.010309278350515464,0.006872852233676976,0.01718213058419244,0.0,0.013745704467353952,0.0,0.0,0.05154639175257732,0.0,0.030927835051546393,0.024054982817869417,0.0,0.0,0.0,0.0,0.003436426116838488,0.048109965635738834,0.013745704467353952,0.0,0.0,0.0,0.013745704467353952,0.0,0.0,0.0,0.013745704467353952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006872852233676976,0.0,0.030927835051546393,0.0,0.0
SKBTI.1245.1246863,0.00909090909090909,0.014545454545454544,0.11272727272727273,0.0018181818181818184,0.0018181818181818184,0.0,0.0,0.0,0.005454545454545455,0.005454545454545455,0.0,0.0,0.2818181818181818,0.0,0.0,0.0,0.0,0.00909090909090909,0.0018181818181818184,0.027272727272727268,0.0,0.0018181818181818184,0.0,0.0,0.0,0.0018181818181818184,0.0,0.0,0.03818181818181818,0.0018181818181818184,0.0,0.0018181818181818184,0.00909090909090909,0.0,0.0018181818181818184,0.0018181818181818184,0.04,0.034545454545454546,0.0018181818181818184,0.003636363636363637,0.0,0.0018181818181818184,0.012727272727272728,0.03272727272727273,0.003636363636363637,0.0,0.0,0.0,0.007272727272727274,0.0,0.0018181818181818184,0.003636363636363637,0.0,0.0,0.0,0.0,0.0018181818181818184,0.04727272727272727,0.0,0.0,0.0,0.0,0.01090909090909091,0.0,0.007272727272727274,0.06727272727272728,0.0,0.0,0.0,0.0,0.01090909090909091,0.027272727272727268,0.0,0.005454545454545455,0.0,0.0,0.0,0.0,0.00909090909090909,0.0
SKBTI.1044.1247469,0.11379657603222558,0.00906344410876133,0.11983887210473315,0.12386706948640484,0.06545820745216516,0.0,0.0,0.004028197381671703,0.0030211480362537764,0.035246727089627394,0.0,0.035246727089627394,0.09566968781470292,0.0030211480362537764,0.0,0.004028197381671703,0.0,0.0,0.004028197381671703,0.04632426988922457,0.0,0.0020140986908358514,0.0030211480362537764,0.0020140986908358514,0.0020140986908358514,0.0,0.0030211480362537764,0.004028197381671703,0.0020140986908358514,0.0,0.0030211480362537764,0.0,0.0,0.0020140986908358514,0.0010070493454179257,0.0010070493454179257,0.026183282980866064,0.033232628398791535,0.0030211480362537764,0.0,0.0,0.0,0.004028197381671703,0.005035246727089627,0.0010070493454179257,0.0020140986908358514,0.0010070493454179257,0.0,0.0,0.0020140986908358514,0.0,0.005035246727089627,0.0,0.019133937562940583,0.0,0.0,0.0,0.027190332326283987,0.0030211480362537764,0.0,0.004028197381671703,0.0010070493454179257,0.0,0.0010070493454179257,0.0030211480362537764,0.0030211480362537764,0.0,0.0,0.010070493454179257,0.0,0.010070493454179257,0.013091641490433032,0.0,0.0010070493454179257,0.0,0.005035246727089627,0.09264853977844914,0.0010070493454179257,0.0,0.0
SKBTI.1074.1246979,0.06168831168831169,0.0,0.0,0.0,0.050324675324675334,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.022727272727272728,0.2451298701298701,0.037337662337662336,0.0,0.05357142857142857,0.00487012987012987,0.0,0.0275974025974026,0.00974025974025974,0.0,0.01461038961038961,0.0,0.006493506493506494,0.003246753246753247,0.0,0.0,0.003246753246753247,0.0,0.00974025974025974,0.003246753246753247,0.0016233766233766235,0.0016233766233766235,0.0016233766233766235,0.0,0.0,0.00487012987012987,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0016233766233766235,0.0016233766233766235,0.0016233766233766235,0.0,0.0,0.0,0.0016233766233766235,0.0,0.0,0.0,0.0,0.0,0.0,0.05681818181818181,0.012987012987012988,0.00487012987012987,0.0,0.016233766233766232,0.01461038961038961,0.0016233766233766235,0.0016233766233766235,0.0,0.0,0.0,0.02922077922077922,0.00487012987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.037337662337662336,0.0016233766233766235,0.0,0.00487012987012987
SKBTI.1307.1247068,0.02881844380403458,0.005763688760806916,0.03890489913544669,0.001440922190201729,0.02881844380403458,0.0,0.0,0.001440922190201729,0.002881844380403458,0.001440922190201729,0.0,0.007204610951008645,0.0792507204610951,0.0043227665706051886,0.0,0.007204610951008645,0.0,0.01873198847262248,0.02017291066282421,0.06628242074927954,0.0,0.03314121037463977,0.0043227665706051886,0.0,0.002881844380403458,0.0,0.001440922190201729,0.0,0.0,0.002881844380403458,0.027377521613832854,0.0,0.0,0.0,0.01440922190201729,0.0,0.12968299711815562,0.002881844380403458,0.0043227665706051886,0.007204610951008645,0.001440922190201729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02017291066282421,0.031700288184438034,0.0,0.0,0.002881844380403458,0.0,0.0,0.03602305475504323,0.005763688760806916,0.002881844380403458,0.002881844380403458,0.0,0.010086455331412105,0.0,0.0,0.0,0.0,0.001440922190201729,0.0,0.0043227665706051886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06772334293948126,0.001440922190201729,0.001440922190201729
SKBTI.1061.1246417,0.12106368089573127,0.0013995801259622112,0.07557732680195943,0.004198740377886635,0.04478656403079076,0.0,0.0027991602519244225,0.0,0.006997900629811057,0.07907627711686492,0.0,0.008397480755773267,0.2435269419174248,0.03358992302309307,0.0,0.005598320503848845,0.0,0.006997900629811057,0.0,0.02939118264520644,0.0,0.0,0.0006997900629811056,0.0006997900629811056,0.0034989503149055285,0.0013995801259622112,0.0006997900629811056,0.0,0.0,0.0013995801259622112,0.0006997900629811056,0.0,0.0,0.0,0.0006997900629811056,0.0,0.01469559132260322,0.012596221133659902,0.0034989503149055285,0.0,0.0006997900629811056,0.0006997900629811056,0.0,0.0027991602519244225,0.0013995801259622112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032890132960111965,0.006997900629811057,0.0,0.0020993701889433173,0.0,0.0,0.0,0.018894331700489854,0.0,0.0,0.0006997900629811056,0.01819454163750875,0.0034989503149055285,0.0013995801259622112,0.00489853044086774,0.0,0.0,0.0,0.02939118264520644,0.0006997900629811056,0.04758572428271519,0.0013995801259622112,0.009097270818754373
SKBTI.1172.1247248,0.027888446215139442,0.027888446215139442,0.0,0.0,0.0059760956175298795,0.0,0.00398406374501992,0.0,0.0,0.0,0.045816733067729085,0.0,0.1095617529880478,0.0,0.0,0.0,0.0,0.00199203187250996,0.00199203187250996,0.0,0.0,0.00398406374501992,0.0059760956175298795,0.0,0.00199203187250996,0.0,0.0059760956175298795,0.0,0.025896414342629483,0.0059760956175298795,0.00199203187250996,0.0,0.00199203187250996,0.0,0.0059760956175298795,0.0,0.0059760956175298795,0.023904382470119518,0.0,0.00199203187250996,0.00199203187250996,0.0059760956175298795,0.00199203187250996,0.0,0.00398406374501992,0.0059760956175298795,0.0059760956175298795,0.00398406374501992,0.011952191235059759,0.0,0.0,0.027888446215139442,0.0,0.0,0.00199203187250996,0.0,0.011952191235059759,0.14940239043824702,0.00398406374501992,0.00796812749003984,0.00199203187250996,0.0,0.0,0.0,0.1892430278884462,0.0,0.0,0.0,0.013944223107569721,0.0,0.00199203187250996,0.00398406374501992,0.0,0.00199203187250996,0.0,0.00199203187250996,0.15737051792828685,0.0,0.00199203187250996,0.0
SKBTI.1081.1246410,0.1963470319634703,0.0,0.02968036529680365,0.04337899543378995,0.01141552511415525,0.0,0.00228310502283105,0.0,0.00228310502283105,0.0,0.0,0.0958904109589041,0.18264840182648398,0.0,0.0,0.0136986301369863,0.00228310502283105,0.0,0.0,0.0091324200913242,0.0,0.0,0.00228310502283105,0.0,0.0,0.0,0.0,0.00228310502283105,0.0,0.00228310502283105,0.00684931506849315,0.0,0.0,0.0045662100456621,0.00228310502283105,0.00228310502283105,0.00684931506849315,0.00684931506849315,0.0136986301369863,0.0,0.0,0.0045662100456621,0.00684931506849315,0.0228310502283105,0.00228310502283105,0.01598173515981735,0.0,0.0,0.0045662100456621,0.00228310502283105,0.0,0.0045662100456621,0.0,0.0,0.00228310502283105,0.0,0.0,0.03881278538812785,0.0,0.0,0.0,0.0,0.0,0.0,0.01598173515981735,0.0,0.00228310502283105,0.0,0.0,0.00228310502283105,0.0,0.0,0.0,0.0,0.0,0.0,0.1552511415525114,0.0182648401826484,0.0045662100456621,0.0136986301369863
SKBTI.1118.1247169,0.01345291479820628,0.1031390134529148,0.07174887892376683,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.01345291479820628,0.3094170403587444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.004484304932735426,0.0,0.0,0.0,0.0,0.022421524663677132,0.0,0.0,0.02690582959641256,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07623318385650224,0.008968609865470852,0.0,0.0,0.0,0.0,0.0,0.04932735426008968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2242152466367713,0.0,0.017937219730941704,0.0,0.0
SKBTI.1331.1246586,0.03448275862068965,0.0020283975659229213,0.032454361054766734,0.0,0.0060851926977687635,0.0,0.004056795131845843,0.0,0.0,0.07505070993914807,0.0,0.014198782961460446,0.31643002028397565,0.02028397565922921,0.0,0.0,0.0020283975659229213,0.0,0.0,0.014198782961460446,0.0,0.032454361054766734,0.0,0.0020283975659229213,0.0,0.0,0.0,0.0,0.004056795131845843,0.004056795131845843,0.0020283975659229213,0.0020283975659229213,0.010141987829614604,0.0020283975659229213,0.0020283975659229213,0.004056795131845843,0.0060851926977687635,0.02434077079107505,0.004056795131845843,0.0020283975659229213,0.0,0.0,0.0,0.004056795131845843,0.008113590263691683,0.012170385395537523,0.0,0.0,0.010141987829614604,0.0,0.012170385395537523,0.008113590263691683,0.0,0.02028397565922921,0.0020283975659229213,0.0,0.0020283975659229213,0.13793103448275862,0.02028397565922921,0.004056795131845843,0.0,0.0060851926977687635,0.022312373225152133,0.0,0.0060851926977687635,0.0,0.0,0.0020283975659229213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036511156186612576,0.008113590263691683,0.0,0.014198782961460446
SKBTI.1259.1247265,0.06876790830945559,0.0,0.0,0.017191977077363897,0.11461318051575932,0.008595988538681949,0.0028653295128939827,0.0,0.008595988538681949,0.008595988538681949,0.0,0.0659025787965616,0.4899713467048711,0.02005730659025788,0.0,0.008595988538681949,0.0,0.008595988538681949,0.011461318051575931,0.048710601719197714,0.0,0.0,0.014326647564469915,0.0,0.0,0.0,0.005730659025787965,0.0,0.0,0.0,0.0028653295128939827,0.0,0.0,0.0028653295128939827,0.0,0.0,0.0,0.005730659025787965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005730659025788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028653295128939827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03151862464183381,0.0,0.0,0.0
