#SampleID,OTU_1,OTU_387,OTU_370,OTU_43,OTU_320,OTU_74,OTU_383,OTU_195,OTU_181,OTU_141,OTU_283,OTU_183,OTU_323,OTU_367,OTU_37,OTU_351,OTU_182,OTU_366,OTU_91,OTU_345,OTU_350,OTU_349,OTU_337,OTU_265,OTU_191,OTU_136,OTU_62,OTU_94,OTU_150,OTU_359,OTU_14,OTU_388,OTU_30,OTU_175,OTU_72,OTU_166,OTU_369,OTU_103,OTU_341,OTU_50,OTU_53,OTU_384,OTU_163,OTU_122,OTU_169,OTU_8,OTU_373,OTU_338,OTU_357,OTU_227
037-1,0.0025437201907790143,0.0,0.0,0.0,0.0001589825119236884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006359300476947536,0.0,0.0,0.0,0.0001589825119236884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001589825119236884,0.0,0.0003179650238473768,0.0,0.0,0.0,0.0003179650238473768,0.0,0.0,0.0,0.0,0.0,0.0012718600953895071,0.0001589825119236884,0.0,0.0,0.0,0.0,0.0
038-1,0.01364795918367347,0.0,0.0,0.0002551020408163265,0.0,0.0,0.0,0.0,0.0,0.005229591836734694,0.0,0.0,0.0011479591836734695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002551020408163265,0.0,0.0,0.00012755102040816328,0.0,0.0,0.0,0.0,0.0,0.0,0.00012755102040816328,0.00012755102040816328,0.0002551020408163265,0.0,0.0,0.0,0.0005102040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012755102040816328,0.0,0.0,0.004591836734693878,0.0
039-1,0.010594240585572573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.631127805065972e-05,0.0,0.0,0.0003852451122026389,0.0,0.0,9.631127805065972e-05,0.0,0.0013483578927092365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002215159395165174,0.0,0.0,0.001444669170759896,0.0,0.0001926225561013195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002889338341519792,0.0,0.0,0.0,0.0,9.631127805065972e-05
041-1,0.0016582372937567365,0.0,0.0,0.0,0.0,0.0,0.000994942376254042,0.0,0.0,0.0,0.0,0.0003316474587513473,0.0003316474587513473,0.0,0.0,0.0,0.00016582372937567366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002487355940635105,0.0,0.0,0.0,0.0,0.0,0.00016582372937567366,0.0,0.0,0.0,0.0,8.291186468783683e-05,0.0,0.0,0.0,8.291186468783683e-05,0.0,0.0,0.00016582372937567366,0.0,0.0,0.0,0.0
057-1,0.012476071027790614,0.0,0.0,0.0,0.0,0.00026404383127599183,0.0,0.0,0.0,0.0,0.0,0.0,0.005412898541157832,0.0,0.001320219156379959,0.0,0.0,0.0,0.00026404383127599183,0.0,0.00013202191563799591,0.0,0.0015842629876559509,0.0,0.0,0.0,0.0,0.0,0.00026404383127599183,0.0,0.0,0.00013202191563799591,0.0,0.0,0.010231698461944685,0.0,0.0,0.0,6.601095781899796e-05,0.0,0.0,0.0,0.0,6.601095781899796e-05,0.0,0.0,0.0,0.00026404383127599183,0.0,0.0
055-1,9.414422895876484e-05,0.0,0.0,0.0,0.0,0.0,0.00018828845791752968,0.0,0.0,0.0,0.0,0.0,9.414422895876484e-05,0.0,0.0,0.0,0.0,0.00018828845791752968,0.00018828845791752968,0.0,0.0,0.0002824326868762945,0.0,0.0,9.414422895876484e-05,0.0,0.0,0.00018828845791752968,0.0,0.0,0.0,0.0,0.0,0.0003765769158350593,0.0,0.0,0.0,0.0,0.0,9.414422895876484e-05,0.0002824326868762945,0.0,0.0006590096027113537,0.0,0.0002824326868762945,0.0,9.414422895876484e-05,0.0,0.0,9.414422895876484e-05
051-1,0.009730538922155687,0.0,0.0,0.0,0.0,0.000249500998003992,0.0,0.0,0.0,0.0,0.0,0.0,0.0021207584830339322,0.0,0.0,0.0003742514970059881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124750499001996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124750499001996,0.0,0.0,0.0,0.000124750499001996,0.0,0.0,0.000249500998003992,0.0,0.0,0.000124750499001996,0.0,0.000124750499001996,0.0,0.0,0.0,0.0,0.0
046-1,0.0061773790263274005,0.0,0.0,0.0007354022650389764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013237240770701574,0.0,0.0,0.0,0.0,0.0,0.0,0.00014708045300779526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014708045300779526,0.0,0.0,0.0,0.0,0.0,0.0,0.00029416090601559053,0.0,0.0,0.0,0.0,0.0,0.01456096484777173,0.0
047-1,0.10263980548801667,0.0,0.0,0.0,0.0,0.0,0.0,0.0001736714136853074,0.0,0.0,0.0,0.0001736714136853074,0.006252170892671066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045154567558179926,0.0,0.0,0.0,0.0001736714136853074,0.0,0.0,0.0006946856547412296,0.0,0.0,0.0,0.0,0.0,0.0001736714136853074,0.0,0.0,0.0,0.0,0.0,0.0001736714136853074,0.0,0.0,0.0,0.0,0.0,0.005036470996873914,0.0,0.0
050-1,0.0,0.0008335317932841152,0.0,0.0,0.00011907597046915933,0.0,0.0,0.0,0.00023815194093831867,0.0,0.00011907597046915933,0.0,0.0,0.00011907597046915933,0.0,0.0,0.0,0.003691355084543939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035722791140747797,0.0,0.0,0.0,0.0,0.00011907597046915933,0.0,0.00023815194093831867,0.0,0.0,0.0,0.0,0.0,0.0,0.004882114789235532,0.0,0.004882114789235532,0.0,0.0,0.0,0.00047630388187663733,0.0,0.0,0.0,0.0
052-1,0.0,0.0,0.0,0.0,0.0,0.0007026789635485287,0.0,0.0,0.0,0.0,0.0005270092226613965,0.0,0.005357927097057532,0.0,0.0,0.0,0.0,8.783487044356609e-05,0.0,0.0,8.783487044356609e-05,0.0,0.0,0.0,8.783487044356609e-05,0.0,0.0,0.0,8.783487044356609e-05,0.0,0.0,0.0,0.00035133948177426435,0.0,0.0,0.0005270092226613965,0.0,0.0,0.0,0.0,0.004567413263065437,0.0,0.0,8.783487044356609e-05,0.0,0.0,8.783487044356609e-05,0.0,0.0,0.0014931927975406233
