,OTU_1,OTU_2,OTU_3,OTU_4,OTU_9,OTU_18,OTU_19,OTU_20,OTU_21,OTU_28,OTU_29,OTU_30,OTU_31,OTU_32,OTU_34,OTU_38,OTU_39,OTU_49,OTU_50,OTU_51,OTU_54,OTU_58,OTU_59,OTU_65,OTU_66,OTU_68,OTU_72,OTU_73,OTU_74,OTU_75,OTU_77,OTU_79,OTU_80,OTU_81,OTU_84,OTU_91,OTU_95,OTU_96,OTU_102,OTU_103,OTU_104,OTU_107,OTU_108,OTU_109,OTU_110,OTU_111,OTU_113,OTU_115,OTU_116,OTU_117,OTU_118,OTU_119,OTU_126,OTU_127,OTU_129,OTU_130,OTU_131,OTU_132,OTU_133,OTU_142,OTU_145,OTU_146,OTU_147,OTU_148,OTU_149,OTU_151,OTU_152,OTU_154,OTU_158,OTU_159,OTU_163,OTU_164,OTU_168,OTU_169,OTU_171,OTU_173,OTU_174,OTU_177,OTU_182,OTU_183,OTU_184,OTU_185,OTU_186,OTU_187,OTU_188,OTU_196,OTU_197,OTU_198,OTU_207,OTU_208,OTU_209,OTU_216,OTU_217,OTU_220,OTU_221,OTU_222,OTU_227,OTU_229,OTU_230,OTU_232,OTU_233,OTU_234,OTU_235,OTU_236,OTU_237,OTU_238,OTU_239,OTU_240,OTU_246,OTU_248,OTU_249,OTU_252,OTU_255,OTU_256,OTU_257,OTU_258,OTU_259,OTU_263,OTU_265,OTU_266,OTU_268,OTU_269,OTU_273,OTU_277,OTU_279,OTU_280,OTU_281,OTU_283
B.2012.07.S1.405580,0.0052970109723798715,0.0,0.0,0.0052970109723798715,0.0,0.0011350737797956867,0.005675368898978434,0.0,0.0,0.14074914869466515,0.0,0.0018917896329928114,0.0771850170261067,0.0,0.0,0.0003783579265985623,0.0,0.002270147559591373,0.001513431706394249,0.0,0.0,0.0052970109723798715,0.0018917896329928114,0.0,0.0,0.028755202421490725,0.022323117669315173,0.0,0.0,0.0,0.0,0.0,0.0003783579265985623,0.0011350737797956867,0.0,0.03140370790768066,0.0049186530457813096,0.0,0.0,0.0011350737797956867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007188800605372683,0.0026485054861899358,0.0,0.0,0.006432084752175558,0.0,0.0,0.0,0.0,0.13507377979568672,0.0,0.0,0.002270147559591373,0.0,0.0,0.16080211880438894,0.08248202799848657,0.004540295119182747,0.0,0.010972379871358306,0.0,0.0,0.007567158531971246,0.05297010972379872,0.0,0.0,0.0,0.0,0.0,0.002270147559591373,0.0,0.002270147559591373,0.028376844494892167,0.08248202799848657,0.001513431706394249,0.0007567158531971245,0.006053726825576996,0.003026863412788498,0.003026863412788498,0.002270147559591373,0.0,0.0003783579265985623,0.0007567158531971245,0.0,0.0018917896329928114,0.0,0.0007567158531971245,0.0011350737797956867,0.0003783579265985623,0.0,0.0,0.0,0.0003783579265985623,0.003026863412788498,0.0007567158531971245,0.004540295119182747,0.00340522133938706,0.0011350737797956867,0.0003783579265985623,0.0,0.0,0.0007567158531971245,0.0,0.012864169504351116,0.0,0.0,0.0,0.0018917896329928114,0.0,0.0003783579265985623,0.0003783579265985623,0.0,0.0003783579265985623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007567158531971245
B.2011.10.S1.405602,0.008855827134254339,0.039674105561459436,0.0014169323414806945,0.005667729365922777,0.0014169323414806945,0.0,0.0,0.049238398866454126,0.0,0.04357066950053135,0.0,0.001771165426850868,0.05278072972015586,0.0,0.00035423308537017357,0.0,0.0,0.00035423308537017357,0.0,0.0,0.0,0.002833864682961389,0.0,0.008855827134254339,0.0007084661707403471,0.004250797024442083,0.039319872476089264,0.0024796315975912147,0.0021253985122210413,0.003542330853701736,0.0,0.030109812256464755,0.0007084661707403471,0.0,0.0021253985122210413,0.007084661707403472,0.001771165426850868,0.007084661707403472,0.0,0.0,0.0,0.0010626992561105207,0.0,0.0,0.0,0.00035423308537017357,0.0,0.0038965639390719092,0.0,0.09883103081827843,0.0007084661707403471,0.0,0.009564293304994687,0.00035423308537017357,0.0,0.0,0.0014169323414806945,0.0,0.0049592631951824295,0.0,0.0,0.0,0.12150194828196953,0.08359900814736096,0.012398157987956076,0.00035423308537017357,0.009210060219624512,0.00035423308537017357,0.00035423308537017357,0.0,0.0060219624512929506,0.0007084661707403471,0.0,0.0,0.0,0.0,0.0,0.0014169323414806945,0.0,0.0021253985122210413,0.016294721927027984,0.007438894792773645,0.0014169323414806945,0.0,0.0,0.003542330853701736,0.013106624158696423,0.0,0.00035423308537017357,0.0007084661707403471,0.0060219624512929506,0.0060219624512929506,0.005313496280552604,0.001771165426850868,0.0,0.0,0.0,0.003188097768331562,0.0049592631951824295,0.001771165426850868,0.0024796315975912147,0.0007084661707403471,0.008147360963513992,0.003188097768331562,0.0,0.0024796315975912147,0.0014169323414806945,0.00035423308537017357,0.0,0.00035423308537017357,0.00035423308537017357,0.0014169323414806945,0.00035423308537017357,0.00035423308537017357,0.0,0.0,0.0,0.0,0.0007084661707403471,0.0,0.00035423308537017357,0.003188097768331562,0.0010626992561105207,0.0,0.0,0.07190931633014523,0.0,0.00035423308537017357
B.2005.08.S1.405559,0.010034602076124569,0.0,0.0,0.002768166089965398,0.0,0.00034602076124567473,0.002076124567474049,0.0,0.0,0.1,0.0,0.00657439446366782,0.05363321799307959,0.0,0.0006920415224913495,0.0,0.001384083044982699,0.00034602076124567473,0.0,0.0006920415224913495,0.0,0.002422145328719723,0.002768166089965398,0.0,0.0,0.019377162629757784,0.005536332179930796,0.0010380622837370245,0.004498269896193772,0.001384083044982699,0.0,0.0,0.0017301038062283738,0.0,0.0,0.0,0.0010380622837370245,0.0,0.00034602076124567473,0.002422145328719723,0.0,0.0017301038062283738,0.0,0.0034602076124567475,0.0,0.00034602076124567473,0.0,0.003114186851211073,0.01903114186851211,0.005882352941176471,0.0,0.0,0.004498269896193772,0.0,0.00034602076124567473,0.00034602076124567473,0.0,0.004152249134948097,0.0,0.0,0.0,0.0,0.35743944636678204,0.032525951557093424,0.13114186851211074,0.002768166089965398,0.00657439446366782,0.0,0.0,0.0,0.00034602076124567473,0.001384083044982699,0.0006920415224913495,0.0,0.0,0.0,0.00034602076124567473,0.0,0.0010380622837370245,0.04463667820069204,0.07404844290657439,0.008650519031141871,0.00657439446366782,0.0,0.0,0.004498269896193772,0.0038062283737024228,0.0,0.00034602076124567473,0.002422145328719723,0.0,0.002422145328719723,0.005536332179930796,0.0,0.0,0.0,0.0,0.014532871972318341,0.00034602076124567473,0.0017301038062283738,0.015570934256055362,0.0006920415224913495,0.001384083044982699,0.0,0.0,0.0010380622837370245,0.0006920415224913495,0.0,0.0,0.0,0.0,0.0,0.002422145328719723,0.0,0.0,0.0,0.0,0.0,0.0076124567474048456,0.00034602076124567473,0.0,0.0,0.0,0.0,0.0,0.00034602076124567473,0.0,0.0
B.2012.05.S1.405616,0.0026472534745201853,0.0,0.0,0.0006618133686300463,0.0,0.0006618133686300463,0.014559894109861018,0.0,0.0,0.18927862342819324,0.0,0.002316346790205162,0.057577763070814025,0.0,0.0,0.0003309066843150232,0.0,0.001985440105890139,0.009596293845135672,0.0,0.0003309066843150232,0.0003309066843150232,0.0029781601588352085,0.0,0.0,0.016876240900066182,0.05526141628060887,0.0006618133686300463,0.0,0.0,0.0003309066843150232,0.0,0.0,0.0,0.0,0.030112508272667107,0.003970880211780278,0.0,0.0,0.0013236267372600929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011581733951025809,0.001654533421575116,0.002316346790205162,0.0,0.0013236267372600929,0.0,0.0,0.0,0.0,0.12442091330244873,0.0,0.0,0.0009927200529450694,0.0,0.0,0.17769688947716744,0.059563203176704174,0.004632693580410324,0.0,0.00827266710787558,0.0,0.0,0.0026472534745201853,0.030774321641297155,0.0,0.0,0.0,0.0,0.0,0.0013236267372600929,0.0,0.0026472534745201853,0.028457974851091992,0.0800794176042356,0.001654533421575116,0.004632693580410324,0.007610853739245533,0.0052945069490403715,0.0026472534745201853,0.001654533421575116,0.0,0.0003309066843150232,0.0009927200529450694,0.0,0.001654533421575116,0.0,0.0006618133686300463,0.0003309066843150232,0.0013236267372600929,0.0,0.0,0.0003309066843150232,0.0009927200529450694,0.002316346790205162,0.0006618133686300463,0.0009927200529450694,0.002316346790205162,0.0009927200529450694,0.0003309066843150232,0.0,0.0,0.0,0.0,0.009596293845135672,0.0,0.0,0.0,0.0003309066843150232,0.0,0.0009927200529450694,0.0003309066843150232,0.0,0.0,0.0,0.0003309066843150232,0.0003309066843150232,0.0,0.0,0.0,0.0,0.0
B.2016.08.S1.405590,0.017684108527131783,0.0,0.004844961240310078,0.0016957364341085269,0.0,0.0014534883720930232,0.036337209302325583,0.00024224806201550385,0.008720930232558141,0.0,0.00024224806201550385,0.013323643410852713,0.03246124031007752,0.0031492248062015503,0.0,0.0,0.0,0.0004844961240310077,0.00024224806201550385,0.00024224806201550385,0.0009689922480620156,0.0,0.004360465116279071,0.03924418604651163,0.0,0.012354651162790695,0.00993217054263566,0.00024224806201550385,0.05862403100775194,0.0067829457364341076,0.0,0.0033914728682170538,0.006056201550387597,0.0,0.0,0.008963178294573644,0.0016957364341085269,0.00024224806201550385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006056201550387597,0.0,0.004844961240310078,0.0,0.0007267441860465116,0.0,0.0,0.0,0.0,0.17902131782945738,0.004118217054263565,0.0,0.00024224806201550385,0.0007267441860465116,0.0029069767441860465,0.17974806201550386,0.03464147286821705,0.0,0.0031492248062015503,0.015746124031007752,0.0,0.0,0.01913759689922481,0.06734496124031007,0.013565891472868215,0.00024224806201550385,0.0031492248062015503,0.0,0.0,0.0,0.0,0.0016957364341085269,0.03221899224806202,0.01187015503875969,0.007994186046511628,0.0007267441860465116,0.0014534883720930232,0.00024224806201550385,0.004118217054263565,0.004844961240310078,0.0007267441860465116,0.0,0.0,0.00993217054263566,0.0016957364341085269,0.00024224806201550385,0.0,0.0,0.0,0.0,0.0,0.00024224806201550385,0.0031492248062015503,0.0021802325581395353,0.0007267441860465116,0.0004844961240310077,0.004602713178294574,0.0,0.007751937984496123,0.0014534883720930232,0.0,0.0,0.0016957364341085269,0.0019379844961240308,0.0004844961240310077,0.0012112403100775196,0.0007267441860465116,0.0033914728682170538,0.0021802325581395353,0.0,0.0,0.0016957364341085269,0.0014534883720930232,0.0,0.0,0.0,0.0075096899224806205,0.004118217054263565,0.0,0.00024224806201550385,0.0
B.2006.07.S1.405582,0.02300556586270872,0.0,0.01818181818181818,0.0018552875695732839,0.0007421150278293135,0.0,0.0,0.0007421150278293135,0.008905380333951763,0.06159554730983303,0.0,0.0163265306122449,0.03710575139146568,0.0007421150278293135,0.008534322820037106,0.0007421150278293135,0.0,0.0007421150278293135,0.0,0.0,0.0,0.004081632653061225,0.0003710575139146568,0.0,0.0,0.013358070500927645,0.0,0.012244897959183671,0.020037105751391462,0.001484230055658627,0.0,0.0,0.0007421150278293135,0.001484230055658627,0.0003710575139146568,0.006307977736549165,0.001484230055658627,0.001484230055658627,0.0,0.0037105751391465678,0.0,0.02634508348794063,0.0,0.0007421150278293135,0.0,0.0011131725417439704,0.0,0.030797773654916514,0.09053803339517626,0.05157699443413729,0.0007421150278293135,0.005565862708719851,0.015584415584415584,0.0,0.0007421150278293135,0.0007421150278293135,0.0,0.0,0.002968460111317254,0.0,0.0,0.0,0.2111317254174397,0.02671614100185529,0.0,0.017068645640074213,0.02931354359925788,0.0,0.0,0.0,0.0,0.0,0.001484230055658627,0.0,0.0,0.0,0.0,0.0011131725417439704,0.0,0.0,0.0,0.006679035250463822,0.002597402597402597,0.0003710575139146568,0.0,0.010389610389610391,0.04192949907235621,0.0,0.0003710575139146568,0.0044526901669758815,0.007421150278293135,0.003339517625231911,0.0,0.08200371057513915,0.0,0.00705009276437848,0.003339517625231911,0.004081632653061225,0.0003710575139146568,0.0,0.005565862708719851,0.006679035250463822,0.0018552875695732839,0.006307977736549165,0.0,0.0022263450834879408,0.001484230055658627,0.0003710575139146568,0.0,0.0022263450834879408,0.010760667903525045,0.0011131725417439704,0.0007421150278293135,0.0018552875695732839,0.0022263450834879408,0.0,0.0,0.0022263450834879408,0.0011131725417439704,0.0,0.0007421150278293135,0.0,0.0018552875695732839,0.004823747680890538,0.0011131725417439704,0.0,0.0003710575139146568,0.0
B.2009.07.S1.405524,0.008766014834794335,0.0,0.0,0.0006743088334457181,0.0,0.0,0.0,0.004045853000674309,0.0,0.0,0.0,0.004045853000674309,0.03270397842211733,0.0,0.0,0.0030343897505057315,0.0010114632501685772,0.0006743088334457181,0.0,0.0,0.0,0.0,0.0020229265003371545,0.047538772757923134,0.0,0.024275118004045845,0.0,0.0026972353337828725,0.0,0.0,0.0,0.0,0.004045853000674309,0.0,0.004383007417397168,0.0,0.004383007417397168,0.0,0.0,0.000337154416722859,0.0,0.0,0.0,0.000337154416722859,0.0,0.0,0.0,0.02360080917060013,0.020566419420094403,0.006743088334457181,0.000337154416722859,0.013823331085637222,0.000337154416722859,0.0,0.0,0.0,0.02191503708698584,0.0,0.0,0.0,0.0,0.0,0.3840188806473365,0.02157788267026298,0.19959541469993256,0.0,0.0,0.0,0.0006743088334457181,0.0,0.024275118004045845,0.014160485502360081,0.0,0.0,0.0,0.004383007417397168,0.0,0.0,0.0013486176668914365,0.0,0.0,0.015509103169251515,0.009440323668240054,0.0016857720836142953,0.000337154416722859,0.0050573162508428865,0.004720161834120027,0.0,0.0,0.0006743088334457181,0.0,0.0016857720836142953,0.0,0.0,0.000337154416722859,0.0010114632501685772,0.0,0.015846257585974376,0.0,0.000337154416722859,0.004045853000674309,0.0033715441672285905,0.0010114632501685772,0.0006743088334457181,0.0,0.0016857720836142953,0.0,0.000337154416722859,0.0,0.0,0.0010114632501685772,0.002360080917060013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006743088334457181,0.0,0.0,0.0,0.0,0.0,0.04416722859069454,0.0,0.0
B.2020.03.S1.405571,0.0024906600249066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024657534246575345,0.0,0.0,0.00024906600249066,0.0,0.00024906600249066,0.0,0.0,0.00797011207970112,0.0032378580323785804,0.00398505603985056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1202988792029888,0.0,0.0,0.0,0.0841843088418431,0.0022415940224159397,0.0,0.0,0.0,0.00049813200498132,0.0,0.0029887920298879204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010709838107098382,0.008717310087173101,0.00199252801992528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3731008717310087,0.07895392278953922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00049813200498132,0.01195516811955168,0.042341220423412214,0.0007471980074719801,0.0,0.0,0.00024906600249066,0.0,0.0,0.026650062266500626,0.0,0.0,0.0,0.06550435865504359,0.0044831880448318795,0.0,0.03063511830635118,0.021917808219178082,0.0,0.0024906600249066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024906600249066,0.005728518057285179,0.007721046077210461,0.0,0.0024906600249066,0.0,0.0,0.0,0.0,0.0,0.0,0.00398505603985056,0.0,0.0,0.03437110834371108,0.0,0.00024906600249066,0.00398505603985056,0.0,0.0007471980074719801,0.0,0.0,0.0,0.0,0.0,0.0,0.0012453300124533
B.2006.08.S1.405615,0.014369693011103853,0.0,0.017635532331809273,0.0009797517962116264,0.0009797517962116264,0.0,0.0,0.0,0.012736773350751143,0.06792945787067277,0.0,0.011103853690398431,0.024167210973220117,0.0013063357282821686,0.004898758981058132,0.0,0.0,0.0009797517962116264,0.0,0.00032658393207054214,0.0006531678641410843,0.0013063357282821686,0.0,0.0,0.0,0.012083605486610059,0.0,0.0013063357282821686,0.029392553886348788,0.0006531678641410843,0.0,0.0,0.0,0.0,0.0,0.005225342913128674,0.0009797517962116264,0.0006531678641410843,0.0,0.005225342913128674,0.0,0.05258001306335728,0.0,0.0006531678641410843,0.0,0.0009797517962116264,0.0,0.025800130633572827,0.04376224689745265,0.023514043109079032,0.0,0.006858262573481384,0.019921619856303068,0.0,0.0006531678641410843,0.0019595035924232533,0.0,0.0,0.0039190071848465066,0.0,0.0,0.0,0.275310254735467,0.018615284128020902,0.0,0.030698889614630964,0.02318745917700849,0.0,0.0,0.0,0.0,0.0,0.0006531678641410843,0.0,0.0,0.0,0.0,0.0,0.0013063357282821686,0.0,0.0,0.0055519268451992175,0.0035924232527759633,0.0,0.0,0.011757021554539516,0.045395166557805365,0.0,0.0,0.002612671456564337,0.0006531678641410843,0.002612671456564337,0.0006531678641410843,0.08948399738732854,0.0,0.0055519268451992175,0.005878510777269758,0.0013063357282821686,0.0019595035924232533,0.0,0.006858262573481384,0.00947093403004572,0.0016329196603527107,0.006858262573481384,0.0,0.004898758981058132,0.0009797517962116264,0.0009797517962116264,0.0,0.0019595035924232533,0.016655780535597648,0.0006531678641410843,0.00032658393207054214,0.0055519268451992175,0.003265839320705421,0.0,0.0,0.0006531678641410843,0.0039190071848465066,0.0,0.00032658393207054214,0.0,0.0006531678641410843,0.005878510777269758,0.00032658393207054214,0.0,0.0,0.0
B.2019.03.S1.405560,0.015160349854227406,0.0,0.0011661807580174927,0.0002915451895043732,0.001457725947521866,0.0,0.005830903790087464,0.00641399416909621,0.0,0.0,0.008454810495626823,0.002332361516034985,0.043731778425655975,0.0005830903790087462,0.0002915451895043732,0.0,0.0,0.0002915451895043732,0.0,0.0,0.0,0.0011661807580174927,0.0008746355685131195,0.0,0.0002915451895043732,0.01457725947521866,0.0,0.009620991253644314,0.0,0.0,0.0,0.0011661807580174927,0.0,0.0,0.0020408163265306124,0.018950437317784258,0.0005830903790087462,0.0002915451895043732,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0002915451895043732,0.0,0.0,0.011661807580174929,0.004956268221574344,0.014285714285714284,0.030612244897959183,0.0,0.0,0.039067055393586014,0.001457725947521866,0.0002915451895043732,0.0,0.0,0.042857142857142864,0.0,0.0,0.0,0.0,0.4862973760932945,0.033236151603498534,0.0,0.028862973760932945,0.013994169096209912,0.0,0.001749271137026239,0.0,0.058309037900874626,0.0,0.0,0.0,0.0,0.0,0.0,0.0002915451895043732,0.0002915451895043732,0.0,0.03877551020408163,0.008454810495626823,0.001457725947521866,0.0002915451895043732,0.0002915451895043732,0.0026239067055393588,0.007871720116618075,0.004081632653061225,0.0,0.0026239067055393588,0.004664723032069971,0.002332361516034985,0.0,0.0,0.0,0.0005830903790087462,0.0,0.0,0.0,0.0008746355685131195,0.003206997084548105,0.004373177842565598,0.0005830903790087462,0.002332361516034985,0.0011661807580174927,0.001457725947521866,0.0,0.0,0.0,0.0,0.0,0.0008746355685131195,0.0008746355685131195,0.0,0.0,0.0,0.0,0.0,0.0026239067055393588,0.0005830903790087462,0.0,0.0002915451895043732,0.0,0.0,0.0,0.0,0.0,0.0
B.2019.02.S1.405607,0.011722731906218144,0.0,0.003567787971457696,0.0005096839959225281,0.0007645259938837921,0.0,0.008664627930682976,0.002803261977573904,0.0,0.0,0.028797145769622837,0.007135575942915392,0.058868501529051986,0.00025484199796126404,0.0,0.0,0.0,0.00127420998980632,0.0,0.0,0.0,0.0007645259938837921,0.0,0.0,0.0,0.009938837920489295,0.0,0.00764525993883792,0.0,0.0,0.0,0.0005096839959225281,0.0,0.0,0.007900101936799185,0.013761467889908258,0.001783893985728848,0.00025484199796126404,0.0,0.0010193679918450561,0.0,0.0,0.0,0.0005096839959225281,0.0,0.0,0.007900101936799185,0.003058103975535168,0.01783893985728848,0.003312945973496432,0.0,0.0,0.045871559633027525,0.0,0.0,0.0,0.0,0.034148827726809376,0.0,0.0,0.0,0.0,0.5558103975535168,0.024974515800203875,0.0,0.009174311926605505,0.00968399592252803,0.0,0.00127420998980632,0.0,0.03567787971457696,0.0,0.00025484199796126404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027522935779816515,0.005606523955147809,0.00382262996941896,0.0,0.0,0.006880733944954129,0.004332313965341488,0.003058103975535168,0.0,0.001783893985728848,0.003058103975535168,0.005351681957186544,0.0,0.0,0.0,0.00025484199796126404,0.0,0.0,0.0,0.0025484199796126407,0.004077471967380225,0.0022935779816513767,0.00127420998980632,0.0010193679918450561,0.00025484199796126404,0.001529051987767584,0.0,0.0,0.0,0.0,0.0,0.0007645259938837921,0.0,0.0,0.0,0.0,0.0,0.0,0.00127420998980632,0.0,0.0,0.00025484199796126404,0.0,0.0,0.0,0.0,0.0,0.0
B.2019.08.S1.405613,0.02481649772806711,0.0,0.0031457532331352674,0.008738203425375743,0.0017476406850751485,0.0,0.009786787836420832,0.007340090877315623,0.0,0.0,0.017476406850751487,0.005242922055225445,0.09577070954211814,0.0013981125480601187,0.0,0.0,0.0,0.0003495281370150297,0.0,0.0,0.0,0.0031457532331352674,0.0038448095071653273,0.0,0.0,0.006990562740300594,0.0,0.0031457532331352674,0.0,0.0,0.0,0.0,0.002446696959105208,0.0,0.002446696959105208,0.007340090877315623,0.006641034603285564,0.0,0.0003495281370150297,0.0045438657811953855,0.0,0.0,0.0,0.0020971688220901784,0.0,0.0,0.01992310380985669,0.020272631946871726,0.029709891646277527,0.11569381335197484,0.0,0.0,0.016427822439706398,0.0,0.0,0.0,0.0,0.04019573575672842,0.0,0.0,0.0,0.0,0.14645228940929744,0.06221600838867529,0.0,0.05347780496329955,0.021321216357916808,0.0,0.0031457532331352674,0.0,0.1118490038448095,0.0,0.0006990562740300594,0.0,0.0,0.0,0.0,0.0010485844110450892,0.0,0.0,0.02551555400209717,0.020622160083886752,0.0013981125480601187,0.0010485844110450892,0.0,0.01048584411045089,0.016427822439706398,0.0,0.0003495281370150297,0.004194337644180357,0.002446696959105208,0.008738203425375743,0.0,0.0,0.0,0.0006990562740300594,0.0,0.0,0.0031457532331352674,0.0010485844110450892,0.00803914715134568,0.0013981125480601187,0.007689619014330655,0.006641034603285564,0.0006990562740300594,0.005242922055225445,0.0,0.0,0.0,0.0,0.0,0.0010485844110450892,0.0059419783292555045,0.0,0.0,0.0,0.0,0.0,0.003495281370150297,0.0003495281370150297,0.0,0.0006990562740300594,0.0,0.0,0.0003495281370150297,0.0,0.0,0.0
B.2011.07.S1.405534,0.007723427730783376,0.039720485472600216,0.005516734093416698,0.002942258183155572,0.000735564545788893,0.0,0.0,0.016182420007355647,0.0,0.011769032732622288,0.0,0.003677822728944465,0.07355645457888929,0.0,0.000735564545788893,0.0,0.0,0.0003677822728944465,0.0,0.0,0.0,0.0003677822728944465,0.0,0.008458992276572269,0.000735564545788893,0.002942258183155572,0.035307098197866864,0.004413387274733358,0.003677822728944465,0.002206693637366679,0.0,0.03310040456050018,0.0011033468186833397,0.0,0.0,0.008826774549466716,0.001471129091577786,0.011769032732622288,0.0,0.0,0.0,0.013240161824200071,0.0,0.0011033468186833397,0.0,0.0,0.0,0.008091210003677823,0.0,0.11842589187201175,0.0,0.0,0.002206693637366679,0.0,0.0,0.0,0.002574475910261125,0.0,0.0033100404560500183,0.0,0.0,0.0,0.1265171018756896,0.039352703199705776,0.025744759102611252,0.0,0.005516734093416698,0.005516734093416698,0.0,0.0,0.008458992276572269,0.0003677822728944465,0.000735564545788893,0.0,0.0,0.0,0.0,0.0011033468186833397,0.000735564545788893,0.003677822728944465,0.03898492092681133,0.00919455682236116,0.0011033468186833397,0.0,0.0,0.004413387274733358,0.009930121368150056,0.0,0.0,0.0033100404560500183,0.0066200809121000365,0.00625229863920559,0.00625229863920559,0.0,0.0,0.0,0.0,0.004045605001838912,0.002942258183155572,0.0003677822728944465,0.002574475910261125,0.0003677822728944465,0.009930121368150056,0.002942258183155572,0.0,0.0018389113644722325,0.0003677822728944465,0.0003677822728944465,0.0,0.0,0.000735564545788893,0.001471129091577786,0.000735564545788893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000735564545788893,0.001471129091577786,0.0018389113644722325,0.0,0.0,0.0934166973151894,0.0003677822728944465,0.0
B.2004.07.S1.405529,0.008119519324455992,0.0,0.01039298473530367,0.0,0.0006495615459564793,0.0003247807729782397,0.0,0.0038973692757388757,0.0,0.01201688860019487,0.0012991230919129587,0.006820396232543035,0.055537512179278985,0.0,0.002923026956804157,0.0016239038648911985,0.0,0.0009743423189347189,0.0,0.0,0.0,0.0006495615459564793,0.002923026956804157,0.04481974667099708,0.0,0.007794738551477751,0.0,0.003247807729782397,0.0,0.003247807729782397,0.0,0.0,0.0038973692757388757,0.0,0.0,0.01039298473530367,0.0003247807729782397,0.0042221500487171154,0.0,0.002273465410847677,0.0,0.0,0.0,0.0006495615459564793,0.0,0.0,0.0003247807729782397,0.0003247807729782397,0.0,0.07405001623903865,0.0003247807729782397,0.01201688860019487,0.0006495615459564793,0.0003247807729782397,0.0,0.0003247807729782397,0.0,0.023059434881455017,0.01364079246508607,0.0,0.0016239038648911985,0.0019486846378694378,0.17765508281909712,0.02078596947060734,0.0,0.003247807729782397,0.023384215654433257,0.0,0.0,0.012666450146151349,0.032153296524845734,0.01071776550828191,0.0003247807729782397,0.0,0.0,0.0,0.0,0.0003247807729782397,0.0,0.0441701851250406,0.020136407924650858,0.0012991230919129587,0.0006495615459564793,0.0,0.0,0.006495615459564794,0.016563819421890225,0.0,0.0,0.0012991230919129587,0.0019486846378694378,0.0006495615459564793,0.0003247807729782397,0.02111075024358558,0.0003247807729782397,0.0,0.0006495615459564793,0.0,0.0009743423189347189,0.0003247807729782397,0.0,0.0,0.0012991230919129587,0.0009743423189347189,0.0003247807729782397,0.0003247807729782397,0.0,0.0,0.0,0.0,0.0,0.0009743423189347189,0.0,0.0,0.0,0.0,0.0,0.0,0.0035725885027606367,0.0,0.0016239038648911985,0.0,0.0003247807729782397,0.0,0.0,0.0,0.0,0.0003247807729782397
B.2005.05.S1.405611,0.010794353722668144,0.0002767783005812344,0.0,0.0008303349017437032,0.0,0.0005535566011624688,0.004428452809299751,0.0,0.0,0.03321339606974813,0.0002767783005812344,0.0038748962081372814,0.057569886520896764,0.0,0.0005535566011624688,0.0,0.0005535566011624688,0.0002767783005812344,0.0,0.0,0.0002767783005812344,0.0008303349017437032,0.0011071132023249377,0.0,0.0,0.02131192914475505,0.0011071132023249377,0.0002767783005812344,0.00941046221976197,0.0038748962081372814,0.0011071132023249377,0.0,0.006642679213949626,0.0,0.0002767783005812344,0.0,0.0016606698034874064,0.0,0.0,0.0022142264046498754,0.0,0.004705231109880985,0.0,0.0002767783005812344,0.0,0.0002767783005812344,0.0,0.004705231109880985,0.026570716855798503,0.009964018820924441,0.0,0.0,0.0013838915029061722,0.0,0.0,0.0,0.0,0.005535566011624689,0.0,0.0002767783005812344,0.0,0.0,0.34375864932189315,0.038748962081372816,0.2272349847771935,0.0022142264046498754,0.011071132023249377,0.0005535566011624688,0.0,0.0,0.016053141433711598,0.0016606698034874064,0.0002767783005812344,0.0,0.0002767783005812344,0.0,0.0,0.0,0.0008303349017437032,0.026570716855798503,0.04539164129532245,0.006919457514530861,0.004428452809299751,0.0,0.0,0.01190146692499308,0.0027677830058123443,0.0,0.0008303349017437032,0.0027677830058123443,0.0,0.0011071132023249377,0.0011071132023249377,0.0,0.0013838915029061722,0.0005535566011624688,0.0,0.00747301411569333,0.0,0.0005535566011624688,0.0038748962081372814,0.005258787711043454,0.0011071132023249377,0.0013838915029061722,0.0,0.004428452809299751,0.0011071132023249377,0.0002767783005812344,0.0,0.0,0.0,0.0,0.0002767783005812344,0.0,0.0,0.0,0.0,0.0,0.0005535566011624688,0.0,0.0,0.0,0.0,0.0,0.0,0.0002767783005812344,0.0005535566011624688,0.0
